F' B2 U2 R
B2 F' U2 R
B2 L F' U2 R
F' L B2 U2 R
B2 L' F' U2 R
F L' F2 B2 U2
F L' B2 F2 U2
F' L' B2 U2 R
B2 L2 F' U2 R
F' L2 B2 U2 R
F' U2 R D2 F2
F' U2 D2 R F2
L' F' B2 U2 R
L F' B2 U2 R
L2 F' B2 U2 R
F' D2 U2 R F2
B2 F L' F2 U2
B2 F' L U2 R
B2 F' L' U2 R
B2 F' L2 U2 R
B2 F' U2 R D
B2 F' U2 R D'
B2 F' U2 R D2
B2 F' U2 D R
B2 F' U2 D' R
B2 F' U2 D2 R
F B2 L' F2 U2
B2 F' D U2 R
F' B2 L U2 R
B2 F' D' U2 R
F' B2 L' U2 R
B2 F' D2 U2 R
F' B2 L2 U2 R
L' B2 F' U2 R
F' B2 U2 R D
F' B2 U2 R D'
F' B2 U2 R D2
F' B2 U2 D R
F' B2 U2 D' R
F' B2 U2 D2 R
F' B2 D U2 R
L B2 F' U2 R
F' B2 D' U2 R
F' B2 D2 U2 R
L2 B2 F' U2 R
F B2 L2 F2 L U2 D
F B2 L2 F2 L U2 D'
F B2 L2 F2 L U2 D2
F B2 L2 F2 L D U2
F B2 L2 F2 L D' U2
F B2 L2 F2 L D2 U2
F B2 L2 F2 D L U2
F B2 L2 F2 D' L U2
F B2 L2 F2 D2 L U2
R B2 R' F' U2 L R
R B2 R' F' U2 R L
F B2 R L' F2 R' U2
F' B2 R2 U2 D2 L2 R'
F' B2 R2 U2 D2 R' L2
F' B2 R2 D2 U2 L2 R'
F' B2 R2 D2 U2 R' L2
F B2 R F2 R' U2 R2
L' B2 U2 R2 D2 B R'
B2 F2 R2 F R2 U2 R'
F B2 R' L' F2 U2 L'
L' B2 U2 D2 R2 B R'
F2 B2 R2 F R2 U2 R'
L2 B2 U2 R2 D2 B R'
F' B2 U D B U R
F' B2 U D B' U R
F' B2 U D B2 U R
F' B2 U D' B U R
F' B2 U D' B' U R
F' B2 U D' B2 U R
F' B2 U D2 B U R
F' B2 U D2 B' U R
F' B2 U D2 B2 U R
F B2 R' F2 U2 L' R
F B2 R' F2 U2 R L'
L2 B2 U2 D2 R2 B R'
U2 B2 U2 F' U2 R F
F' B2 U B U R D
F' B2 U B U R D'
F' B2 U B U R D2
F' B2 U B U D R
F' B2 U B U D' R
F' B2 U B U D2 R
F' B2 U B D U R
F' B2 U B D' U R
F' B2 U B D2 U R
F' B2 U B' U R D
F' B2 U B' U R D'
F' B2 U B' U R D2
F' B2 U B' U D R
F' B2 U B' U D' R
F' B2 U B' U D2 R
F' B2 U B' D U R
F' B2 U B' D' U R
F' B2 U B' D2 U R
F B2 R2 L' F2 R2 U2
F' B2 U B2 U R D
F' B2 U B2 U R D'
F' B2 U B2 U R D2
F' B2 U B2 U D R
F' B2 U B2 U D' R
F' B2 U B2 U D2 R
F' B2 U B2 D U R
F' B2 U B2 D' U R
F' B2 U B2 D2 U R
D' B2 D F' B2 U2 R
D' B2 D B2 F' U2 R
F B2 R2 F2 R2 U2 R'
F' B2 U' F2 U L' U2
L B2 U2 R2 D2 B R'
F' B2 U2 L R D L'
F' B2 U2 L R D' L'
F' B2 U2 L R D2 L'
F' B2 U2 L D L' R
F' B2 U2 L D R L'
F' B2 U2 L D' L' R
F' B2 U2 L D' R L'
F' B2 U2 L D2 L' R
F' B2 U2 L D2 R L'
F' B2 U2 L' R D L
F' B2 U2 L' R D' L
F' B2 U2 L' R D2 L
L B2 U2 D2 R2 B R'
F' B2 U2 L' D L R
F' B2 U2 L' D R L
F' B2 U2 L' D' L R
F' B2 U2 L' D' R L
F' B2 U2 L' D2 L R
F' B2 U2 L' D2 R L
F' B2 U2 R L D L'
F' B2 U2 R L D' L'
F' B2 U2 R L D2 L'
F' B2 U2 R L' D L
F' B2 U2 R L' D' L
F' B2 U2 R L' D2 L
F' B2 U2 R F D F'
F' B2 U2 R F D' F'
F' B2 U2 R F D2 F'
F' B2 U2 R F' D F
F' B2 U2 R F' D' F
F' B2 U2 R F' D2 F
F' B2 U2 R B D B'
F' B2 U2 R B D' B'
F' B2 U2 R B D2 B'
F' B2 U2 R B' D B
F' B2 U2 R B' D' B
F' B2 U2 R B' D2 B
F' B2 U2 R' F' R2 F
F' B2 U2 R' F2 R2 F2
F' B2 U2 R' B R2 B'
F' B2 U2 R' B2 R2 B2
F' B2 U2 R2 D R' D
F' B2 U2 R2 D R' D'
F' B2 U2 R2 D R' D2
F' B2 U2 R2 D' R' D
F' B2 U2 R2 D' R' D'
F' B2 U2 R2 D' R' D2
F' B2 U2 R2 D2 R' D
F' B2 U2 R2 D2 R' D'
F' B2 U2 R2 D2 R' D2
F' B2 U2 R2 F' R' F
F' B2 U2 R2 F2 R' F2
B2 F2 U2 L2 B' L2 R'
B2 F2 U2 L2 B' R' L2
F' B2 U2 D R2 D R'
F' B2 U2 D R2 D' R'
F' B2 U2 D R2 D2 R'
F' B2 U2 D B R B'
F' B2 U2 D B2 R B2
F' B2 U2 D' R2 D R'
F' B2 U2 D' R2 D' R'
F' B2 U2 D' R2 D2 R'
F' B2 U2 D' B R B'
F' B2 U2 D' B2 R B2
F' B2 U2 D2 R2 D R'
F' B2 U2 D2 R2 D' R'
F' B2 U2 D2 R2 D2 R'
F' B2 U2 D2 B R B'
F2 B2 U2 L2 B' L2 R'
F2 B2 U2 L2 B' R' L2
F' B2 U2 D2 B2 R B2
F' B2 U2 F' R F R
F' B2 U2 F' R' F R
F' B2 U2 F' R2 F R
F' B2 U2 F' D F R
F' B2 U2 F' D' F R
F' B2 U2 F' D2 F R
F' B2 U2 F2 R F2 R
F' B2 U2 F2 R' F2 R
F' B2 U2 F2 R2 F2 R
F' B2 U2 B R D B'
F' B2 U2 B R D' B'
F' B2 U2 B R D2 B'
F' B2 U2 B R B' D
F' B2 U2 B R B' D'
F' B2 U2 B R B' D2
F' B2 U2 B R' B' R2
F' B2 U2 B D R B'
F' B2 U2 B D B' R
F' B2 U2 B D' R B'
F' B2 U2 B D' B' R
F' B2 U2 B D2 R B'
F' B2 U2 B D2 B' R
F' B2 U2 B' D B R
F' B2 U2 B' D' B R
F' B2 U2 B' D2 B R
L' B2 D2 U2 R2 B R'
F' B2 U2 B2 R B2 D
F' B2 U2 B2 R B2 D'
F' B2 U2 B2 R B2 D2
F' B2 U2 B2 R' B2 R2
F' B2 D L U2 R D
F' B2 D L U2 R D'
F' B2 D L U2 R D2
F' B2 D L U2 D R
F' B2 D L U2 D' R
F' B2 D L U2 D2 R
F' B2 D L D U2 R
F' B2 D L D' U2 R
F' B2 D L D2 U2 R
F' B2 D L' U2 R D
F' B2 D L' U2 R D'
F' B2 D L' U2 R D2
F' B2 D L' U2 D R
F' B2 D L' U2 D' R
F' B2 D L' U2 D2 R
F' B2 D L' D U2 R
F' B2 D L' D' U2 R
F' B2 D L' D2 U2 R
B' F2 D F B' U2 R
F' B2 D L2 U2 R D
F' B2 D L2 U2 R D'
F' B2 D L2 U2 R D2
F' B2 D L2 U2 D R
F' B2 D L2 U2 D' R
F' B2 D L2 U2 D2 R
F' B2 D L2 D U2 R
F' B2 D L2 D' U2 R
F' B2 D L2 D2 U2 R
B2 F2 D L2 U2 B' R'
B' F2 D B' F U2 R
L' B2 F L F2 L2 U2
F' B2 D U B U R
F' B2 D U B' U R
F' B2 D U B2 U R
L' B2 F L' U2 D2 B2
L' B2 F L' D2 U2 B2
L' B2 F L' F2 U2 D
L' B2 F L' F2 U2 D'
L' B2 F L' F2 U2 D2
L' B2 F L' F2 D U2
L' B2 F L' F2 D' U2
L' B2 F L' F2 D2 U2
F2 B2 D L2 U2 B' R'
F' B2 D U2 R2 D R'
F' B2 D U2 R2 D' R'
F' B2 D U2 R2 D2 R'
F' B2 D U2 B R B'
L' B2 F L2 F2 L U2
D B2 D' F' B2 U2 R
F' B2 D U2 B2 R B2
L2 B2 D2 U2 R2 B R'
F' B2 D F2 L' F2 U2
B2 F2 D F L U2 R
B2 F2 D F L' U2 R
B2 F2 D F L2 U2 R
B2 F2 D F U2 R D
B2 F2 D F U2 R D'
B2 F2 D F U2 R D2
B2 F2 D F U2 D R
B2 F2 D F U2 D' R
B2 F2 D F U2 D2 R
B2 F2 D F D U2 R
D B2 D' B2 F' U2 R
B2 F2 D F D' U2 R
B2 F2 D F D2 U2 R
B2 F2 D F' L' F2 U2
F2 B2 D F L U2 R
F2 B2 D F L' U2 R
F2 B2 D F L2 U2 R
F2 B2 D F U2 R D
F2 B2 D F U2 R D'
F2 B2 D F U2 R D2
F2 B2 D F U2 D R
F2 B2 D F U2 D' R
F2 B2 D F U2 D2 R
F' B2 D' L U2 R D
F' B2 D' L U2 R D'
F' B2 D' L U2 R D2
F' B2 D' L U2 D R
F' B2 D' L U2 D' R
F' B2 D' L U2 D2 R
F2 B2 D F D U2 R
F' B2 D' L D U2 R
F2 B2 D F D' U2 R
F' B2 D' L D' U2 R
F2 B2 D F D2 U2 R
F' B2 D' L D2 U2 R
F2 B2 D F' L' F2 U2
F' B2 D' L' U2 R D
F' B2 D' L' U2 R D'
F' B2 D' L' U2 R D2
F' B2 D' L' U2 D R
F' B2 D' L' U2 D' R
F' B2 D' L' U2 D2 R
F' B2 D' L' D U2 R
F' B2 D' L' D' U2 R
L2 B2 F L F2 L2 U2
F' B2 D' L' D2 U2 R
B' F2 D' F B' U2 R
L2 B2 F L' U2 D2 B2
L' B2 F D2 L' U2 B2
F' B2 D' L2 U2 R D
F' B2 D' L2 U2 R D'
F' B2 D' L2 U2 R D2
F' B2 D' L2 U2 D R
F' B2 D' L2 U2 D' R
F' B2 D' L2 U2 D2 R
L2 B2 F L' D2 U2 B2
F' B2 D' L2 D U2 R
F' B2 D' L2 D' U2 R
F' B2 D' L2 D2 U2 R
L2 B2 F L' F2 U2 D
L2 B2 F L' F2 U2 D'
L2 B2 F L' F2 U2 D2
L2 B2 F L' F2 D U2
L2 B2 F L' F2 D' U2
L2 B2 F L' F2 D2 U2
U' B2 F' U' B2 U' R
U' B2 F' U2 R D L2
U' B2 F' U2 D L2 R
U' B2 F' U2 D R L2
U2 B2 F L' F2 U2 L
L2 B2 F L2 F2 L U2
L' B2 F' L U2 R D
L' B2 F' L U2 R D'
L' B2 F' L U2 R D2
L' B2 F' L U2 D R
L' B2 F' L U2 D' R
L' B2 F' L U2 D2 R
L' B2 F' L D U2 R
L' B2 F' L D' U2 R
L' B2 F' L D2 U2 R
U' B2 F' D U2 L2 R
U' B2 F' D U2 R L2
L' B2 F' L' U2 R D
L' B2 F' L' U2 R D'
L' B2 F' L' U2 R D2
L' B2 F' L' U2 D R
L' B2 F' L' U2 D' R
L' B2 F' L' U2 D2 R
L' B2 F' L' D U2 R
L' B2 F' L' D' U2 R
L' B2 F' L' D2 U2 R
U' B2 F' D' R2 U2 R'
B' F2 D' B' F U2 R
L' B2 F' L2 U2 R D
L' B2 F' L2 U2 R D'
L' B2 F' L2 U2 R D2
L' B2 F' L2 U2 D R
L' B2 F' L2 U2 D' R
L' B2 F' L2 U2 D2 R
B2 F2 D' L2 U2 B' R'
L' B2 F' L2 D U2 R
L' B2 F' L2 D' U2 R
L' B2 F' L2 D2 U2 R
F' B2 D' U B U R
F' B2 D' U B' U R
F' B2 D' U B2 U R
D2 B2 F' U2 F R F2
F' B2 D' U2 R2 D R'
F' B2 D' U2 R2 D' R'
F' B2 D' U2 R2 D2 R'
F2 B2 D' L2 U2 B' R'
F' B2 D' U2 B R B'
F' B2 D' U2 B2 R B2
L' B2 F' U B U R
L' B2 F' U B' U R
L' B2 F' U B2 U R
F' B2 D' F2 L' F2 U2
L' B2 F' U2 R2 D R'
L' B2 F' U2 R2 D' R'
L' B2 F' U2 R2 D2 R'
L' B2 F' U2 D R D
L' B2 F' U2 D R D'
L' B2 F' U2 D R D2
L' B2 F' U2 D' R D
L' B2 F' U2 D' R D'
L' B2 F' U2 D' R D2
B2 F2 D' F L U2 R
L' B2 F' U2 D2 R D
L' B2 F' U2 D2 R D'
L' B2 F' U2 D2 R D2
B2 F2 D' F L' U2 R
B2 F2 D' F L2 U2 R
L2 B2 F D2 L' U2 B2
L' B2 F' U2 B R B'
L' B2 F' U2 B2 R B2
L' B2 F' D L U2 R
B2 F2 D' F U2 R D
B2 F2 D' F U2 R D'
B2 F2 D' F U2 R D2
B2 F2 D' F U2 D R
B2 F2 D' F U2 D' R
B2 F2 D' F U2 D2 R
L' B2 F' D L' U2 R
B2 F2 D' F D U2 R
L' B2 F' D L2 U2 R
B2 F2 D' F D' U2 R
B2 F2 D' F D2 U2 R
B F2 D F B U2 R
L' B2 F' D U2 R D
L' B2 F' D U2 R D'
L' B2 F' D U2 R D2
B2 F2 D' F' L' F2 U2
L2 B2 F' L U2 R D
L2 B2 F' L U2 R D'
L2 B2 F' L U2 R D2
L2 B2 F' L U2 D R
L2 B2 F' L U2 D' R
L2 B2 F' L U2 D2 R
L2 B2 F' L D U2 R
L' B2 F' D' L U2 R
L' B2 F' D' L' U2 R
L2 B2 F' L D' U2 R
L' B2 F' D' L2 U2 R
L2 B2 F' L D2 U2 R
L' B2 F' D' U2 R D
L' B2 F' D' U2 R D'
L' B2 F' D' U2 R D2
F B2 D L' U' R2 U'
F B2 D L' U2 D B2
F2 B2 D' F L U2 R
U2 B2 F' L U2 L' R
L2 B2 F' L' U2 R D
L2 B2 F' L' U2 R D'
L2 B2 F' L' U2 R D2
U2 B2 F' L U2 R L'
L2 B2 F' L' U2 D R
L2 B2 F' L' U2 D' R
L2 B2 F' L' U2 D2 R
F B2 D L' D U2 B2
F2 B2 D' F L' U2 R
L' B2 F' D2 L U2 R
L2 B2 F' L' D U2 R
F B2 D L' D' F2 U2
F2 B2 D' F L2 U2 R
L' B2 F' D2 L' U2 R
L2 B2 F' L' D' U2 R
L' B2 F' D2 L2 U2 R
L2 B2 F' L' D2 U2 R
F2 B2 D' F U2 R D
F2 B2 D' F U2 R D'
F2 B2 D' F U2 R D2
F2 B2 D' F U2 D R
F2 B2 D' F U2 D' R
F2 B2 D' F U2 D2 R
L' B2 F' D2 U2 R D
L' B2 F' D2 U2 R D'
L' B2 F' D2 U2 R D2
F2 B2 D' F D U2 R
F2 B2 D' F D' U2 R
F' B2 D2 L U2 R D
F' B2 D2 L U2 R D'
F' B2 D2 L U2 R D2
F' B2 D2 L U2 D R
F' B2 D2 L U2 D' R
F' B2 D2 L U2 D2 R
F2 B2 D' F D2 U2 R
F' B2 D2 L D U2 R
F' B2 D2 L D' U2 R
F' B2 D2 L D2 U2 R
U2 B2 F' L' U2 L R
L2 B2 F' L2 U2 R D
L2 B2 F' L2 U2 R D'
L2 B2 F' L2 U2 R D2
U2 B2 F' L' U2 R L
L2 B2 F' L2 U2 D R
L2 B2 F' L2 U2 D' R
L2 B2 F' L2 U2 D2 R
F2 B2 D' F' L' F2 U2
L2 B2 F' L2 D U2 R
L2 B2 F' L2 D' U2 R
L2 B2 F' L2 D2 U2 R
B F2 D B F U2 R
L B2 D2 U2 R2 B R'
F' B2 D2 L' U2 R D
F' B2 D2 L' U2 R D'
F' B2 D2 L' U2 R D2
F' B2 D2 L' U2 D R
F' B2 D2 L' U2 D' R
F' B2 D2 L' U2 D2 R
F' B2 D2 L' D U2 R
B' F2 D2 F B' U2 R
F' B2 D2 L' D' U2 R
F' B2 D2 L' D2 U2 R
U2 B2 F' L2 U2 L2 R
U2 B2 F' L2 U2 R L2
F' B2 D2 L2 U2 R D
F' B2 D2 L2 U2 R D'
F' B2 D2 L2 U2 R D2
F' B2 D2 L2 U2 D R
F' B2 D2 L2 U2 D' R
F' B2 D2 L2 U2 D2 R
F' B2 D2 L2 D U2 R
F' B2 D2 L2 D' U2 R
F' B2 D2 L2 D2 U2 R
L' B2 F2 L2 U2 B' R'
L2 B2 F' U B U R
L2 B2 F' U B' U R
L2 B2 F' U B2 U R
B' F2 D2 B' F U2 R
B2 F2 D2 L2 U2 B' R'
F' B2 D2 U B U R
F' B2 D2 U B' U R
L2 B2 F' U2 R2 D R'
L2 B2 F' U2 R2 D' R'
L2 B2 F' U2 R2 D2 R'
F' B2 D2 U B2 U R
L2 B2 F' U2 D R D
L2 B2 F' U2 D R D'
L2 B2 F' U2 D R D2
L2 B2 F' U2 D' R D
L2 B2 F' U2 D' R D'
L2 B2 F' U2 D' R D2
L2 B2 F' U2 D2 R D
L2 B2 F' U2 D2 R D'
L2 B2 F' U2 D2 R D2
L2 B2 F' U2 B R B'
L2 B2 F' U2 B2 R B2
L2 B2 F' D L U2 R
L2 B2 F' D L' U2 R
L2 B2 F' D L2 U2 R
F2 B2 D2 L2 U2 B' R'
L2 B2 F' D U2 R D
L2 B2 F' D U2 R D'
L2 B2 F' D U2 R D2
F' B2 D2 U2 R2 D R'
F' B2 D2 U2 R2 D' R'
F' B2 D2 U2 R2 D2 R'
F' B2 D2 U2 B R B'
F' B2 D2 U2 B2 R B2
L2 B2 F' D' L U2 R
L B2 F L F2 L2 U2
L2 B2 F' D' L' U2 R
L2 B2 F' D' L2 U2 R
L2 B2 F' D' U2 R D
L2 B2 F' D' U2 R D'
L2 B2 F' D' U2 R D2
L B2 F L' U2 D2 B2
L B2 F L' D2 U2 B2
L2 B2 F' D2 L U2 R
L2 B2 F' D2 L' U2 R
L B2 F L' F2 U2 D
L B2 F L' F2 U2 D'
L B2 F L' F2 U2 D2
L B2 F L' F2 D U2
L B2 F L' F2 D' U2
L B2 F L' F2 D2 U2
L2 B2 F' D2 L2 U2 R
L2 B2 F' D2 U2 R D
L2 B2 F' D2 U2 R D'
L2 B2 F' D2 U2 R D2
L' B2 F2 D F U2 R
L B2 F L2 F2 L U2
F' B2 D2 F2 L' F2 U2
L' B2 F2 D' F U2 R
B2 F2 D2 F L U2 R
B2 F2 D2 F L' U2 R
B2 F2 D2 F L2 U2 R
B2 F2 D2 F U2 R D
B2 F2 D2 F U2 R D'
B2 F2 D2 F U2 R D2
B2 F2 D2 F U2 D R
B2 F2 D2 F U2 D' R
B2 F2 D2 F U2 D2 R
B2 F2 D2 F D U2 R
B2 F2 D2 F D' U2 R
L' B2 F2 D2 F U2 R
B2 F2 D2 F D2 U2 R
B F2 D' F B U2 R
B2 F2 D2 F' L' F2 U2
L2 B2 F2 L2 U2 B' R'
R2 B2 F' R2 U2 R' B'
F2 B2 D2 F L U2 R
F B2 D' L' U L' U
F2 B2 D2 F L' U2 R
F2 B2 D2 F L2 U2 R
F2 B2 D2 F U2 R D
F2 B2 D2 F U2 R D'
F2 B2 D2 F U2 R D2
F2 B2 D2 F U2 D R
F2 B2 D2 F U2 D' R
F2 B2 D2 F U2 D2 R
F2 B2 D2 F D U2 R
F2 B2 D2 F D' U2 R
F2 B2 D2 F D2 U2 R
F2 B2 D2 F' L' F2 U2
B F2 D' B F U2 R
L B2 F D2 L' U2 B2
L2 B2 F2 D F U2 R
L B2 F' L U2 R D
L B2 F' L U2 R D'
L B2 F' L U2 R D2
L B2 F' L U2 D R
L B2 F' L U2 D' R
L B2 F' L U2 D2 R
L B2 F' L D U2 R
L B2 F' L D' U2 R
L B2 F' L D2 U2 R
L2 B2 F2 D' F U2 R
L B2 F' L' U2 R D
L B2 F' L' U2 R D'
L B2 F' L' U2 R D2
L B2 F' L' U2 D R
L B2 F' L' U2 D' R
L B2 F' L' U2 D2 R
L B2 F' L' D U2 R
L B2 F' L' D' U2 R
L B2 F' L' D2 U2 R
L2 B2 F2 D2 F U2 R
L B2 F' L2 U2 R D
L B2 F' L2 U2 R D'
L B2 F' L2 U2 R D2
L B2 F' L2 U2 D R
L B2 F' L2 U2 D' R
L B2 F' L2 U2 D2 R
L B2 F' L2 D U2 R
L B2 F' L2 D' U2 R
L B2 F' L2 D2 U2 R
R2 B2 F2 R2 U2 B' R'
L B2 F' U B U R
L B2 F' U B' U R
L B2 F' U B2 U R
B F2 D2 F B U2 R
L B2 F' U2 R2 D R'
L B2 F' U2 R2 D' R'
L B2 F' U2 R2 D2 R'
L B2 F' U2 D R D
L B2 F' U2 D R D'
L B2 F' U2 D R D2
L B2 F' U2 D' R D
L B2 F' U2 D' R D'
L B2 F' U2 D' R D2
L B2 F' U2 D2 R D
L B2 F' U2 D2 R D'
L B2 F' U2 D2 R D2
F B2 D2 L' U2 B2 D
F B2 D2 L' U2 B2 D'
F B2 D2 L' U2 B2 D2
L B2 F' U2 B R B'
F B2 D2 L' D2 F2 U2
F B2 D2 L' F U2 B2
L B2 F' U2 B2 R B2
F B2 D2 L' F' U2 B2
L B2 F' D L U2 R
F B2 D2 L' F2 U2 B2
L B2 F' D L' U2 R
L B2 F' D L2 U2 R
L B2 F' D U2 R D
L B2 F' D U2 R D'
L B2 F' D U2 R D2
F B2 D2 L2 U2 B2 R'
L B2 F' D' L U2 R
B F2 D2 B F U2 R
L B2 F' D' L' U2 R
L B2 F' D' L2 U2 R
L B2 F' D' U2 R D
L B2 F' D' U2 R D'
L B2 F' D' U2 R D2
L B2 F' D2 L U2 R
L B2 F' D2 L' U2 R
L B2 F' D2 L2 U2 R
L B2 F' D2 U2 R D
L B2 F' D2 U2 R D'
L B2 F' D2 U2 R D2
L B2 F2 L2 U2 B' R'
F B2 D2 F2 U2 R B2
F B2 D2 F2 U2 B2 R
L B2 F2 D F U2 R
L B2 F2 D' F U2 R
L B2 F2 D2 F U2 R
