D' L' F2 B2
D' L' B2 F2
D' B2 L' F2
D' L F2 L2 B2
D' L F2 B2 L2
D' L B2 L2 F2
D' L B2 F2 L2
D L' D2 F2 B2
D L' D2 B2 F2
L2 R2 U L R2
R2 L2 U L R2
L2 R2 U R2 L
R2 L2 U R2 L
D' L' F2 B2 D
D' L' F2 B2 D'
D' L' F2 B2 D2
U' L2 R2 U L
D' L' B2 F2 D
D' L' B2 F2 D'
D' L' B2 F2 D2
D' L2 F2 L B2
L' U' L' R2 U
L' U' R2 L' U
U' R2 L2 U L
B' D' L' F2 B2
B' D' L' B2 F2
B2 D' L' F2 B2
B2 D' L' B2 F2
B D' L' F2 B2
B D' L' B2 F2
F2 D' F2 L' B2
B' D' B2 L' F2
F2 D' F2 B2 L'
B2 D' B2 L' F2
B D' B2 L' F2
F2 D' B2 F2 L'
D' B L' F2 B
D' B L' B F2
D' B2 L F2 L2
D' B2 L' F2 D
D' B2 L' F2 D'
D' B2 L' F2 D2
D' B2 L2 F2 L
B' F2 D' L' F2 B2 L'
B' F2 D' L' B2 F2 L'
B' F2 D' L2 F2 L' B2
B' F2 D' L2 F2 B2 L'
B' F2 D' L2 B2 F2 L'
D' B2 F D F' L' F2
D B2 D2 L' B2 D2 F2
D' B2 F D' F' L' F2
U B2 D' U' L' F2 B2
U B2 D' U' L' B2 F2
D' B2 F D2 F' L' F2
U B2 D' U' B2 L' F2
B' F2 D' F2 L B2 L2
D' B2 F' L F L' F2
B' F2 D' F2 L' B2 D
B' F2 D' F2 L' B2 D'
B' F2 D' F2 L' B2 D2
B' F2 D' F2 B L' B
B' F2 D' F2 B2 L' D
B' F2 D' F2 B2 L' D'
B' F2 D' F2 B2 L' D2
B' F2 D' F2 B2 D L'
B' F2 D' F2 B2 D' L'
B' F2 D' F2 B2 D2 L'
D' B2 F' L' F L' F2
B2 F2 D' L F2 L' B2
B2 F2 D' L F2 B2 L'
B2 F2 D' L B2 F2 L'
B' F2 D' B F2 L' B
D' B2 F' L2 F L' F2
B2 F2 D' L' F2 L' B2
B2 F2 D' L' F2 B2 L'
B2 F2 D' L' B2 F2 L'
B' F2 D' B2 L F2 L'
B' F2 D' B2 L' F2 L'
B' F2 D' B2 L2 F2 L'
D B2 D2 U2 L' B2 R'
B2 F2 D' L2 F2 L' B2
B2 F2 D' L2 F2 B2 L'
B2 F2 D' L2 B2 F2 L'
F2 B2 D' L F2 L' B2
B' F2 D' B2 F2 L' D
B' F2 D' B2 F2 L' D'
B' F2 D' B2 F2 L' D2
B' F2 D' B2 F2 D L'
B' F2 D' B2 F2 D' L'
B' F2 D' B2 F2 D2 L'
F2 B2 D' L F2 B2 L'
F2 B2 D' L B2 F2 L'
F2 B2 D' L' F2 L' B2
F2 B2 D' L' F2 B2 L'
F2 B2 D' L' B2 F2 L'
F2 B2 D' L2 F2 L' B2
F2 B2 D' L2 F2 B2 L'
F2 B2 D' L2 B2 F2 L'
U B2 D2 L2 R2 U' L
D B2 D2 B2 L' D2 F2
D B2 D2 B2 D2 L' F2
B2 F2 D' F2 L B2 L2
U B2 D2 R2 L2 U' L
B2 F2 D' F2 L' B2 D
B2 F2 D' F2 L' B2 D'
B2 F2 D' F2 L' B2 D2
D' B2 F2 L U2 R U2
B2 F2 D' F2 B L' B
B2 F2 D' F2 B2 L' D
B2 F2 D' F2 B2 L' D'
B2 F2 D' F2 B2 L' D2
B2 F2 D' F2 B2 D L'
B2 F2 D' F2 B2 D' L'
B2 F2 D' F2 B2 D2 L'
D' B2 F2 L F2 L' F2
D' B2 F2 L' U2 R U2
B2 F2 D' B F2 L' B
D' B2 F2 L' F2 L' F2
F2 B2 D' F2 L B2 L2
F2 B2 D' F2 L' B2 D
F2 B2 D' F2 L' B2 D'
F2 B2 D' F2 L' B2 D2
D' B2 F2 L2 U2 R U2
B2 F2 D' B2 L F2 L'
B2 F2 D' B2 L' F2 L'
D' B2 F2 L2 F2 L' F2
B2 F2 D' B2 L2 F2 L'
F2 B2 D' F2 B L' B
F2 B2 D' F2 B2 L' D
F2 B2 D' F2 B2 L' D'
F2 B2 D' F2 B2 L' D2
F2 B2 D' F2 B2 D L'
F2 B2 D' F2 B2 D' L'
F2 B2 D' F2 B2 D2 L'
B2 F2 D' B2 F2 L' D
B2 F2 D' B2 F2 L' D'
B2 F2 D' B2 F2 L' D2
B2 F2 D' B2 F2 D L'
B2 F2 D' B2 F2 D' L'
B2 F2 D' B2 F2 D2 L'
F2 B2 D' B F2 L' B
B F2 D' L F2 L' B2
B F2 D' L F2 B2 L'
D' B2 F2 R' D2 L2 R
D' B2 F2 R' D2 R L2
B F2 D' L B2 F2 L'
F2 B2 D' B2 L F2 L'
F2 B2 D' B2 L' F2 L'
F2 B2 D' B2 L2 F2 L'
B F2 D' L' F2 L' B2
B F2 D' L' F2 B2 L'
B F2 D' L' B2 F2 L'
F2 B2 D' B2 F2 L' D
F2 B2 D' B2 F2 L' D'
F2 B2 D' B2 F2 L' D2
F2 B2 D' B2 F2 D L'
F2 B2 D' B2 F2 D' L'
F2 B2 D' B2 F2 D2 L'
B F2 D' L2 F2 L' B2
B F2 D' L2 F2 B2 L'
B F2 D' L2 B2 F2 L'
D2 B2 F2 D F2 L' B2
D2 B2 F2 D F2 B2 L'
D2 B2 F2 D B2 F2 L'
D' B2 F2 U' F2 U L'
D' B2 F2 U2 R U2 D
D' B2 F2 U2 R U2 D'
D' B2 F2 U2 R U2 D2
D' B2 F2 U2 R D U2
D' B2 F2 U2 R D' U2
D' B2 F2 U2 R D2 U2
D' B2 F2 U2 D R U2
D' B2 F2 U2 D' R U2
D' B2 F2 U2 D2 R U2
D' B2 F2 D U2 R U2
D' B2 F2 D F2 L' F2
D' B2 F2 D' U2 R U2
D' B2 F2 D' F2 L' F2
D' B2 F2 D2 U2 R U2
D' B2 F2 D2 F2 L' F2
B F2 D' F2 L B2 L2
B F2 D' F2 L' B2 D
B F2 D' F2 L' B2 D'
B F2 D' F2 L' B2 D2
B F2 D' F2 B L' B
B F2 D' F2 B2 L' D
B F2 D' F2 B2 L' D'
B F2 D' F2 B2 L' D2
B F2 D' F2 B2 D L'
B F2 D' F2 B2 D' L'
B F2 D' F2 B2 D2 L'
B F2 D' B F2 L' B
B F2 D' B2 L F2 L'
B F2 D' B2 L' F2 L'
B F2 D' B2 L2 F2 L'
B F2 D' B2 F2 L' D
B F2 D' B2 F2 L' D'
B F2 D' B2 F2 L' D2
B F2 D' B2 F2 D L'
B F2 D' B2 F2 D' L'
B F2 D' B2 F2 D2 L'
D B2 F2 L R U2 R'
F B2 D' F' L' F' B2
F B2 D' F' L' B2 F'
F B2 D' F' B2 L' F'
D B2 F2 L' R U2 R'
D B2 F2 L2 R U2 R'
D B2 F2 R L U2 R'
D B2 F2 R L' U2 R'
D B2 F2 R L2 U2 R'
D B2 F2 R U2 R' D
D B2 F2 R U2 R' D'
D B2 F2 R U2 R' D2
D B2 F2 R U2 D R'
D B2 F2 R U2 D' R'
D B2 F2 R U2 D2 R'
D B2 F2 R D U2 R'
D B2 F2 R D' U2 R'
D B2 F2 R D2 U2 R'
F B2 D' B2 F' L' F'
D B2 F2 D R U2 R'
D B2 F2 D' R U2 R'
D B2 F2 D2 R U2 R'
