D2 B2 L R'
D2 B2 R' L
U2 L R' F2 U2
F2 L R' U2 F2
B2 L R' D2 B2
R' L F2 U2 F2
B2 L D2 R' B2
U2 L F2 R' U2
L R' F2 U2 F2
B2 R' L D2 B2
U2 R' L F2 U2
F2 R' L U2 F2
B2 R' D2 L B2
U2 R' F2 L U2
L' D2 B2 L R2
L' D2 B2 R2 L
R D2 B2 L2 R'
R D2 B2 R' L2
R' F2 L U2 F2
U2 F2 L R' U2
L F2 R' U2 F2
U2 F2 R' L U2
B2 D2 L R' B2
B2 D2 R' L B2
D2 B2 L R' D
D2 B2 L R' D'
D2 B2 L R' D2
D2 B2 L D R'
D2 B2 L D' R'
D2 B2 L D2 R'
D2 B2 R' L D
D2 B2 R' L D'
D2 B2 R' L D2
D2 B2 R' D L
D2 B2 R' D' L
D2 B2 R' D2 L
D2 B2 D L R'
D2 B2 D R' L
D2 B2 D' L R'
D2 B2 D' R' L
D2 B2 D2 L R'
D2 B2 D2 R' L
D2 B L2 B D2 R' L
F' D2 F' R' L U2 F2
B2 D2 F' R' F L B2
F D2 F L R' U2 F2
F D2 F R' L U2 F2
D2 B R B L R' B
D2 B R B R' L B
B2 D2 F2 L R' F2 B2
B2 D2 F2 L R' B2 F2
B2 D2 F2 L F2 R' B2
B2 D2 F2 R' L F2 B2
B2 D2 F2 R' L B2 F2
B2 D2 F2 R' F2 L B2
F D2 F' D2 B2 L R'
F D2 F' D2 B2 R' L
B' D2 B' R' D2 B' L
B D2 B L D2 B R'
B' D2 B' D2 R' B' L
B D2 B D2 L B R'
F2 D2 B2 L' U2 L2 R'
F2 D2 B2 L' U2 R' L2
F2 D2 B2 L2 U2 L' R'
F2 D2 B2 L2 U2 R' L'
F2 D2 B2 R U2 L R2
F2 D2 B2 R U2 R2 L
F2 D2 B2 R2 U2 L R
F2 D2 B2 R2 U2 R L
B2 D2 B2 U2 L R' U2
B2 D2 B2 U2 R' L U2
F2 D2 B2 U2 L R' D
F2 D2 B2 U2 L R' D'
F2 D2 B2 U2 L R' D2
F2 D2 B2 U2 L D R'
F2 D2 B2 U2 L D' R'
F2 D2 B2 U2 L D2 R'
F2 D2 B2 U2 R' L D
F2 D2 B2 U2 R' L D'
F2 D2 B2 U2 R' L D2
F2 D2 B2 U2 R' D L
F2 D2 B2 U2 R' D' L
F2 D2 B2 U2 R' D2 L
F2 D2 B2 U2 D L R'
F2 D2 B2 U2 D R' L
F2 D2 B2 U2 D' L R'
F2 D2 B2 U2 D' R' L
F2 D2 B2 U2 D2 L R'
F2 D2 B2 U2 D2 R' L
F2 D2 B2 D U2 L R'
F2 D2 B2 D U2 R' L
F2 D2 B2 D' U2 L R'
F2 D2 B2 D' U2 R' L
F2 D2 B2 D2 U2 L R'
F2 D2 B2 D2 U2 R' L
B2 F L D2 F' R' B
B2 F L F' D2 R' B
B' F L2 F' B' L R'
B' F L2 F' B' R' L
B' F L2 B' L F' R'
B' F L2 B' F' L R'
B' F L2 B' F' R' L
L' B D2 R2 B L B
L' B D2 B L B R2
F' B R2 F B L R'
F' B R2 F B R' L
F' B R2 B R' F L
F' B R2 B F L R'
F' B R2 B F R' L
D2 B' L' B' L R' B'
D2 B' L' B' R' L B'
L B F2 U2 F' L' F'
D2 B' R B' L R' D
D2 B' R B' L R' D'
D2 B' R B' L R' D2
D2 B' R B' L D R'
D2 B' R B' L D' R'
D2 B' R B' L D2 R'
D2 B' R B' R' L D
D2 B' R B' R' L D'
D2 B' R B' R' L D2
D2 B' R B' R' D L
D2 B' R B' R' D' L
D2 B' R B' R' D2 L
D2 B' R B' D L R'
D2 B' R B' D R' L
D2 B' R B' D' L R'
D2 B' R B' D' R' L
D2 B' R B' D2 L R'
D2 B' R B' D2 R' L
D2 B' R' B' L R' D
D2 B' R' B' L R' D'
D2 B' R' B' L R' D2
D2 B' R' B' L D R'
D2 B' R' B' L D' R'
D2 B' R' B' L D2 R'
D2 B' R' B' R' L D
D2 B' R' B' R' L D'
D2 B' R' B' R' L D2
D2 B' R' B' R' D L
D2 B' R' B' R' D' L
D2 B' R' B' R' D2 L
D2 B' R' B' D L R'
D2 B' R' B' D R' L
D2 B' R' B' D' L R'
D2 B' R' B' D' R' L
D2 B' R' B' D2 L R'
D2 B' R' B' D2 R' L
D2 B' R2 B' L R' D
D2 B' R2 B' L R' D'
D2 B' R2 B' L R' D2
D2 B' R2 B' L D R'
D2 B' R2 B' L D' R'
D2 B' R2 B' L D2 R'
D2 B' R2 B' R' L D
D2 B' R2 B' R' L D'
D2 B' R2 B' R' L D2
D2 B' R2 B' R' D L
D2 B' R2 B' R' D' L
D2 B' R2 B' R' D2 L
D2 B' R2 B' D L R'
D2 B' R2 B' D R' L
D2 B' R2 B' D' L R'
D2 B' R2 B' D' R' L
D2 B' R2 B' D2 L R'
D2 B' R2 B' D2 R' L
F B' L2 F' B' L R'
F B' L2 F' B' R' L
F B' L2 B' L F' R'
F B' L2 B' F' L R'
F B' L2 B' F' R' L
B2 F' R' D2 F L B'
B2 F' R' F D2 L B'
B F' R2 F B L R'
B F' R2 F B R' L
B F' R2 B R' F L
B F' R2 B F L R'
B F' R2 B F R' L
R B' D2 L2 B' R' B'
R' B' F2 U2 F R F
D2 B2 L R F' R2 F
D2 B2 L R F2 R2 F2
D2 B2 L R B R2 B'
D2 B2 L R B2 R2 B2
D2 B2 L R' F D F'
D2 B2 L R' F D' F'
D2 B2 L R' F D2 F'
D2 B2 L R' F' D F
D2 B2 L R' F' D' F
D2 B2 L R' F' D2 F
D2 B2 L R' B D B'
D2 B2 L R' B D' B'
D2 B2 L R' B D2 B'
D2 B2 L R' B' D B
D2 B2 L R' B' D' B
D2 B2 L R' B' D2 B
D2 B2 L R2 D R D
D2 B2 L R2 D R D'
D2 B2 L R2 D R D2
D2 B2 L R2 D' R D
D2 B2 L R2 D' R D'
D2 B2 L R2 D' R D2
D2 B2 L R2 D2 R D
D2 B2 L R2 D2 R D'
D2 B2 L R2 D2 R D2
D2 B2 L R2 B R B'
D2 B2 L R2 B2 R B2
D2 B2 L U F U' R'
D2 B2 L U F' U' R'
D2 B2 L U F2 U' R'
D' B2 L R' U' L U
R B' D2 B' R' B' L2
L' B2 L R D2 B2 R'
D2 B2 L U2 L U2 R'
D2 B2 L U2 L' U2 R'
D2 B2 L U2 L2 U2 R'
L' B2 L R' D2 B2 R'
D2 B2 L D R2 D R
D2 B2 L D R2 D' R
D2 B2 L D R2 D2 R
D' B2 L U' L U R'
L' B2 L R2 D2 B2 R'
D2 B2 L D F' R' F
D2 B2 L D F2 R' F2
D2 B2 L D' R2 D R
D2 B2 L D' R2 D' R
D2 B2 L D' R2 D2 R
D2 B2 L D' F' R' F
D2 B2 L D' F2 R' F2
D2 B2 L D2 R2 D R
D2 B2 L D2 R2 D' R
D2 B2 L D2 R2 D2 R
D2 B2 L D2 F' R' F
D2 B2 L D2 F2 R' F2
L' B2 L U2 L F2 U2
D2 B2 L F D F' R'
D2 B2 L F D' F' R'
L' B2 L U2 F2 L U2
D2 B2 L F D2 F' R'
D2 B2 L F' R F R2
D2 B2 L F' R' D F
D2 B2 L F' R' D' F
D2 B2 L F' R' D2 F
D2 B2 L F' R' F D
D2 B2 L F' R' F D'
D2 B2 L F' R' F D2
D2 B2 L F' D R' F
D2 B2 L F' D F R'
D2 B2 L F' D' R' F
D2 B2 L F' D' F R'
D2 B2 L F' D2 R' F
D2 B2 L F' D2 F R'
D2 B2 L F2 R F2 R2
D2 B2 L F2 R' F2 D
D2 B2 L F2 R' F2 D'
D2 B2 L F2 R' F2 D2
R' B2 L F2 U2 R' F2
R' B2 L F2 U2 F2 R'
D2 B2 L B R B' R'
L' B2 L D2 R B2 R'
D2 B2 L B R' B' R'
L' B2 L D2 R' B2 R'
D2 B2 L B R2 B' R'
L' B2 L D2 R2 B2 R'
D2 B2 L B D B' R'
D2 B2 L B D' B' R'
D2 B2 L B D2 B' R'
L' B2 L D2 B2 R' D
L' B2 L D2 B2 R' D'
L' B2 L D2 B2 R' D2
L' B2 L D2 B2 D R'
L' B2 L D2 B2 D' R'
L' B2 L D2 B2 D2 R'
L2 B2 L R D2 R2 B2
L2 B2 L R D2 B2 R2
D2 B2 L B2 R B2 R'
D2 B2 L B2 R' B2 R'
D2 B2 L B2 R2 B2 R'
L2 B2 L R' D2 R2 B2
L2 B2 L R' D2 B2 R2
U2 B2 L R' D2 F2 B2
U2 B2 L R' D2 B2 F2
L2 B2 L R2 D2 R2 B2
L2 B2 L R2 D2 B2 R2
D2 B2 L' R' F L2 F'
D2 B2 L' R' F2 L2 F2
D2 B2 L' R' B' L2 B
D2 B2 L' R' B2 L2 B2
L' B2 L B2 R' D2 B2
L2 B2 L U2 L2 F2 U2
L' B2 L B2 D2 R' B2
L2 B2 L U2 F2 L2 U2
D2 B2 L' D R' D' L2
L2 B2 L D2 R B2 R
L2 B2 L D2 R2 B2 D
L2 B2 L D2 R2 B2 D'
L2 B2 L D2 R2 B2 D2
D2 B2 L' D' R' D L2
L2 B2 L D2 B' R2 B'
L2 B2 L D2 B2 R2 D
L2 B2 L D2 B2 R2 D'
L2 B2 L D2 B2 R2 D2
U2 B2 L D2 R' F2 B2
U2 B2 L D2 R' B2 F2
U2 B2 L D2 F2 R' B2
R2 B2 L R' D2 L2 B2
R2 B2 L R' D2 B2 L2
D2 B2 L' F L2 F' R'
D2 B2 L' F' R' F L2
D B2 L R' U R' U'
D2 B2 L' F2 L2 R' F2
D2 B2 L' F2 L2 F2 R'
D2 B2 L' F2 R' L2 F2
D2 B2 L' F2 R' F2 L2
R' B2 L' F2 U2 R' F2
R' B2 L' F2 U2 F2 R'
L2 B2 L B D2 R2 B2
L2 B2 L B D2 B2 R2
L2 B2 L B' D2 R2 B2
L2 B2 L B' D2 B2 R2
D B2 L U R2 U' R
D2 B2 L' B' L2 B R'
L2 B2 L B2 D2 R2 B2
L2 B2 L B2 D2 B2 R2
D B2 L D R B2 R2
D B2 L D R' B2 D
D B2 L D R' B2 D'
D B2 L D R' B2 D2
D2 B2 L2 R' D L' D
D2 B2 L2 R' D L' D'
D2 B2 L2 R' D L' D2
D B2 L D R2 B2 R
D2 B2 L2 R' D' L' D
D2 B2 L2 R' D' L' D'
D2 B2 L2 R' D' L' D2
D2 B2 L2 R' D2 L' D
D2 B2 L2 R' D2 L' D'
D2 B2 L2 R' D2 L' D2
D2 B2 L2 R' B' L' B
D2 B2 L2 R' B2 L' B2
D2 B2 L2 R2 D L' R
D2 B2 L2 R2 D R L'
D2 B2 L2 R2 D' L' R
D2 B2 L2 R2 D' R L'
D2 B2 L2 R2 D2 L' R
D2 B2 L2 R2 D2 R L'
D B2 L D' R' D2 B2
D B2 L D2 R' D' B2
D2 B2 L2 D L' R' D
D2 B2 L2 D L' R' D'
D2 B2 L2 D L' R' D2
D2 B2 L2 D L' D R'
D2 B2 L2 D L' D' R'
D2 B2 L2 D L' D2 R'
D2 B2 L2 D R' L' D
D2 B2 L2 D R' L' D'
D2 B2 L2 D R' L' D2
D2 B2 L2 D R' D L'
D2 B2 L2 D R' D' L'
D2 B2 L2 D R' D2 L'
D2 B2 L2 D' L' R' D
D2 B2 L2 D' L' R' D'
D2 B2 L2 D' L' R' D2
D2 B2 L2 D' L' D R'
D2 B2 L2 D' L' D' R'
D2 B2 L2 D' L' D2 R'
D2 B2 L2 D' R' L' D
D2 B2 L2 D' R' L' D'
D2 B2 L2 D' R' L' D2
D2 B2 L2 D' R' D L'
D2 B2 L2 D' R' D' L'
D2 B2 L2 D' R' D2 L'
D2 B2 L2 D2 L' R' D
D2 B2 L2 D2 L' R' D'
D2 B2 L2 D2 L' R' D2
D2 B2 L2 D2 L' D R'
D2 B2 L2 D2 L' D' R'
D2 B2 L2 D2 L' D2 R'
D2 B2 L2 D2 R' L' D
D2 B2 L2 D2 R' L' D'
D2 B2 L2 D2 R' L' D2
D2 B2 L2 D2 R' D L'
D2 B2 L2 D2 R' D' L'
D2 B2 L2 D2 R' D2 L'
R2 B2 L' R' D2 L2 B2
R2 B2 L' R' D2 B2 L2
D B2 L B2 D B2 R'
L B2 L U2 L' F2 U2
D2 B2 L2 F' R' F L'
L2 B2 L' F2 U2 L2 F2
L2 B2 L' F2 U2 F2 L2
L B2 L U2 F2 U2 R
R' B2 L2 F2 U2 R' F2
R' B2 L2 F2 U2 F2 R'
L' B2 L2 D2 L' B2 R'
D2 B2 L2 B' L' B R'
R B2 L R' D2 B2 L
L' B2 L2 F2 R U2 F2
L' B2 L2 F2 U2 F2 L'
D2 B2 R L F' R2 F
D2 B2 R L F2 R2 F2
D2 B2 R L B R2 B'
D2 B2 R L B2 R2 B2
B2 F2 L R' F2 D2 B2
L' B2 R L D2 B2 R'
F2 B2 L R' F2 D2 B2
D2 B2 R D L D' R2
R B2 L D2 L2 R' B2
B2 F2 L U2 R' F2 L'
R B2 L D2 R' L2 B2
R B2 L D2 R' B2 L2
D2 B2 R D' L D R2
L2 B2 L2 D2 B2 L' R'
L2 B2 L2 D2 B2 R' L'
F2 B2 L U2 R' F2 L'
R2 B2 L2 R' D2 L2 B2
R2 B2 L2 R' D2 B2 L2
D2 B2 R F L F' R2
D2 B2 R F' R2 F L
D2 B2 R F2 L R2 F2
D2 B2 R F2 L F2 R2
D2 B2 R F2 R2 L F2
D2 B2 R F2 R2 F2 L
L' B2 R D2 L R2 B2
L' B2 R D2 L B2 R2
L' B2 R D2 R2 L B2
B2 F2 L F2 R' D2 B2
D2 B2 R B R2 B' L
B2 F2 L F2 D2 R' B2
L2 B2 R L D2 R2 B2
L2 B2 R L D2 B2 R2
R B2 L' R' D2 B2 L
F2 B2 L F2 R' D2 B2
F2 B2 L F2 D2 R' B2
D2 B2 R' L F D F'
D2 B2 R' L F D' F'
D2 B2 R' L F D2 F'
D2 B2 R' L F' D F
D2 B2 R' L F' D' F
D2 B2 R' L F' D2 F
D2 B2 R' L B D B'
D2 B2 R' L B D' B'
D2 B2 R' L B D2 B'
D2 B2 R' L B' D B
D2 B2 R' L B' D' B
D2 B2 R' L B' D2 B
D B2 L2 D L' R' B2
D B2 L2 D R' L' B2
D B2 L2 D R' B2 L'
D2 B2 R' L' F L2 F'
D2 B2 R' L' F2 L2 F2
D2 B2 R' L' B' L2 B
D2 B2 R' L' B2 L2 B2
D2 B2 R' L2 D L' D
D2 B2 R' L2 D L' D'
D2 B2 R' L2 D L' D2
D2 B2 R' L2 D' L' D
D2 B2 R' L2 D' L' D'
D2 B2 R' L2 D' L' D2
D2 B2 R' L2 D2 L' D
D2 B2 R' L2 D2 L' D'
D2 B2 R' L2 D2 L' D2
D2 B2 R' L2 B' L' B
D2 B2 R' L2 B2 L' B2
D' B2 R' L U' L U
D2 B2 R' U' F U L
L' B2 R' L D2 B2 R'
D2 B2 R' U' F' U L
D2 B2 R' U' F2 U L
R' B2 R' U2 R F2 U2
D2 B2 R' U2 R U2 L
D2 B2 R' U2 R' U2 L
D2 B2 R' U2 R2 U2 L
R' B2 R' U2 F2 U2 L'
D2 B2 R' D L2 D L'
D2 B2 R' D L2 D' L'
D2 B2 R' D L2 D2 L'
B2 F2 L' U2 L2 R' F2
B2 F2 L' U2 L2 F2 R'
B2 F2 L' U2 R' L2 F2
B2 F2 L' U2 R' F2 L2
R B2 L' D2 L2 R' B2
D2 B2 R' D F L F'
R B2 L' D2 R' L2 B2
R B2 L' D2 R' B2 L2
D2 B2 R' D F2 L F2
D' B2 R' U' L2 U L'
B2 F2 L' U2 F2 L2 R'
B2 F2 L' U2 F2 R' L2
D2 B2 R' D' L2 D L'
D2 B2 R' D' L2 D' L'
D2 B2 R' D' L2 D2 L'
D2 B2 R' D' F L F'
D2 B2 R' D' F2 L F2
D2 B2 R' D2 L2 D L'
D2 B2 R' D2 L2 D' L'
D2 B2 R' D2 L2 D2 L'
F2 B2 L' U2 L2 R' F2
F2 B2 L' U2 L2 F2 R'
F2 B2 L' U2 R' L2 F2
F2 B2 L' U2 R' F2 L2
D2 B2 R' D2 F L F'
D' B2 R' D L D2 B2
D2 B2 R' D2 F2 L F2
F2 B2 L' U2 F2 L2 R'
F2 B2 L' U2 F2 R' L2
D2 B2 R' F L D F'
D2 B2 R' F L D' F'
D2 B2 R' F L D2 F'
D2 B2 R' F L F' D
D2 B2 R' F L F' D'
D2 B2 R' F L F' D2
D2 B2 R' F L' F' L2
D2 B2 R' F D L F'
D2 B2 R' F D F' L
D' B2 R' D' L B2 D
D' B2 R' D' L B2 D'
D' B2 R' D' L B2 D2
D2 B2 R' F D' L F'
D2 B2 R' F D' F' L
D2 B2 R' F D2 L F'
D' B2 R' D' L' B2 L2
D2 B2 R' F D2 F' L
D' B2 R' D' L2 B2 L'
D2 B2 R' F' D F L
D' B2 R' D2 L D B2
D2 B2 R' F' D' F L
D2 B2 R' F' D2 F L
D2 B2 R' F2 L F2 D
D2 B2 R' F2 L F2 D'
D2 B2 R' F2 L F2 D2
D2 B2 R' F2 L' F2 L2
L' B2 R' D2 L R2 B2
L' B2 R' D2 L B2 R2
L' B2 R' D2 R2 L B2
D2 B2 R' B' L B L
L B2 L2 D2 L' R2 B2
D2 B2 R' B' L' B L
L B2 L2 D2 L' B2 R2
D2 B2 R' B' L2 B L
L B2 L2 D2 R2 L' B2
L B2 L2 D2 R2 B2 L'
D2 B2 R' B' D B L
D2 B2 R' B' D' B L
D2 B2 R' B' D2 B L
L B2 L2 D2 B2 L' R2
L B2 L2 D2 B2 R2 L'
D2 B2 R' B2 L B2 L
D2 B2 R' B2 L' B2 L
L2 B2 R' L D2 R2 B2
L2 B2 R' L D2 B2 R2
D2 B2 R' B2 L2 B2 L
R B2 L2 R' D2 B2 L
U2 B2 R' L D2 F2 B2
U2 B2 R' L D2 B2 F2
D2 B2 R2 L D R D
D2 B2 R2 L D R D'
D2 B2 R2 L D R D2
D2 B2 R2 L D' R D
D2 B2 R2 L D' R D'
D2 B2 R2 L D' R D2
D2 B2 R2 L D2 R D
D2 B2 R2 L D2 R D'
D2 B2 R2 L D2 R D2
D2 B2 R2 L B R B'
D2 B2 R2 L B2 R B2
D2 B2 R2 L2 D L' R
D2 B2 R2 L2 D R L'
D2 B2 R2 L2 D' L' R
D2 B2 R2 L2 D' R L'
D2 B2 R2 L2 D2 L' R
D2 B2 R2 L2 D2 R L'
D' B2 R' B2 D' B2 L
F B2 L D2 F' R' B
L' B2 R2 L D2 B2 R'
R2 B2 R F2 U2 R2 F2
R2 B2 R F2 U2 F2 R2
D2 B2 R2 D L R D
D2 B2 R2 D L R D'
D2 B2 R2 D L R D2
D2 B2 R2 D L D R
D2 B2 R2 D L D' R
D2 B2 R2 D L D2 R
B2 F2 L2 U2 L' R' F2
D2 B2 R2 D R L D
D2 B2 R2 D R L D'
D2 B2 R2 D R L D2
D2 B2 R2 D R D L
B2 F2 L2 U2 L' F2 R'
D2 B2 R2 D R D' L
D2 B2 R2 D R D2 L
F B2 L F' D2 R' B
B2 F2 L2 U2 R' L' F2
R B2 L2 D2 L2 R' B2
R B2 L2 D2 R' L2 B2
R B2 L2 D2 R' B2 L2
D2 B2 R2 D' L R D
D2 B2 R2 D' L R D'
D2 B2 R2 D' L R D2
D2 B2 R2 D' L D R
D2 B2 R2 D' L D' R
D2 B2 R2 D' L D2 R
D2 B2 R2 D' R L D
D2 B2 R2 D' R L D'
D2 B2 R2 D' R L D2
D2 B2 R2 D' R D L
D2 B2 R2 D' R D' L
D2 B2 R2 D' R D2 L
U2 B2 R' D2 L F2 B2
U2 B2 R' D2 L B2 F2
R' B2 R2 D2 L2 R B2
R' B2 R2 D2 L2 B2 R
R' B2 R2 D2 R L2 B2
R' B2 R2 D2 R B2 L2
D2 B2 R2 D2 L R D
D2 B2 R2 D2 L R D'
D2 B2 R2 D2 L R D2
D2 B2 R2 D2 L D R
D2 B2 R2 D2 L D' R
D2 B2 R2 D2 L D2 R
U2 B2 R' D2 F2 L B2
D2 B2 R2 D2 R L D
D2 B2 R2 D2 R L D'
D2 B2 R2 D2 R L D2
D2 B2 R2 D2 R D L
D2 B2 R2 D2 R D' L
F2 B2 L2 U2 L' R' F2
D2 B2 R2 D2 R D2 L
F2 B2 L2 U2 L' F2 R'
R2 B2 R' L D2 L2 B2
R2 B2 R' L D2 B2 L2
F2 B2 L2 U2 R' L' F2
R' B2 R2 D2 B2 L2 R
R' B2 R2 D2 B2 R L2
D2 B2 R2 F L F' R
R2 B2 R' L' D2 L2 B2
R2 B2 R' L' D2 B2 L2
D' B2 R2 D' L R B2
D' B2 R2 D' L B2 R
D' B2 R2 D' R L B2
R2 B2 R' L2 D2 L2 B2
R2 B2 R' L2 D2 B2 L2
D B2 R' L U R' U'
U' B2 U L R' D2 B2
U' B2 U L D2 R' B2
L' B2 R2 D2 L R2 B2
L' B2 R2 D2 L B2 R2
L' B2 R2 D2 R2 L B2
D2 B2 R2 B R B' L
R2 B2 R' U2 R2 F2 U2
R2 B2 R' U2 F2 R2 U2
D B2 R' U R' U' L
L2 B2 R2 L D2 R2 B2
L2 B2 R2 L D2 B2 R2
U' B2 U R' L D2 B2
U' B2 U R' D2 L B2
R2 B2 R' D2 L' B2 L'
R2 B2 R' D2 L2 B2 D
R2 B2 R' D2 L2 B2 D'
R2 B2 R' D2 L2 B2 D2
R2 B2 R' D2 B L2 B
R2 B2 R' D2 B2 L2 D
R2 B2 R' D2 B2 L2 D'
R2 B2 R' D2 B2 L2 D2
L B2 R F2 U2 L F2
L B2 R F2 U2 F2 L
U' B2 U D2 L R' B2
U' B2 U D2 R' L B2
R2 B2 R' B D2 L2 B2
R2 B2 R' B D2 B2 L2
B2 F2 R U2 L R2 F2
B2 F2 R U2 L F2 R2
B2 F2 R U2 R2 L F2
B2 F2 R U2 R2 F2 L
R2 B2 R' B' D2 L2 B2
R2 B2 R' B' D2 B2 L2
B2 F2 R U2 F2 L R2
B2 F2 R U2 F2 R2 L
R2 B2 R' B2 D2 L2 B2
R2 B2 R' B2 D2 B2 L2
F2 B2 R U2 L R2 F2
F2 B2 R U2 L F2 R2
F2 B2 R U2 R2 L F2
F2 B2 R U2 R2 F2 L
F2 B2 R U2 F2 L R2
F2 B2 R U2 F2 R2 L
D2 B2 U F U' L R'
D2 B2 U F U' R' L
D2 B2 U F' U' L R'
D2 B2 U F' U' R' L
D2 B2 U F2 U' L R'
D2 B2 U F2 U' R' L
R B2 R' L D2 B2 L
R B2 R' L' D2 B2 L
R B2 R' L2 D2 B2 L
R2 B2 R2 D2 B2 L R
R2 B2 R2 D2 B2 R L
B2 F2 R' L F2 D2 B2
L B2 R' F2 U2 L F2
L B2 R' F2 U2 F2 L
R B2 R' U2 R' F2 U2
F2 B2 R' L F2 D2 B2
R B2 R' U2 F2 R' U2
D' B2 U' L2 U L' R'
D' B2 U' L2 U R' L'
B2 F2 R' U2 L F2 R
F' B2 R' D2 F L B'
R B2 R' D2 L B2 L
R B2 R' D2 L' B2 L
R B2 R' D2 L2 B2 L
U' B2 U' F2 U2 L R'
U' B2 U' F2 U2 R' L
R B2 R' D2 B2 L D
R B2 R' D2 B2 L D'
R B2 R' D2 B2 L D2
R B2 R' D2 B2 D L
R B2 R' D2 B2 D' L
R B2 R' D2 B2 D2 L
F' B2 R' F D2 L B'
F2 B2 R' U2 L F2 R
D2 B2 U' F U L R'
D2 B2 U' F U R' L
D2 B2 U' F' U L R'
D2 B2 U' F' U R' L
D2 B2 U' F2 U L R'
D2 B2 U' F2 U R' L
B2 F2 R' F2 L D2 B2
R B2 R' B2 L D2 B2
B2 F2 R' F2 D2 L B2
R B2 R' B2 D2 L B2
F2 B2 R' F2 L D2 B2
F2 B2 R' F2 D2 L B2
D B2 U R2 U' L R
D B2 U R2 U' R L
D2 B2 U2 L' U2 L2 R'
D2 B2 U2 L' U2 R' L2
L B2 R2 F2 U2 L F2
L B2 R2 F2 U2 F2 L
D2 B2 U2 L2 U2 L' R'
D2 B2 U2 L2 U2 R' L'
D2 B2 U2 R U2 L R2
D2 B2 U2 R U2 R2 L
D2 B2 U2 R2 U2 L R
D2 B2 U2 R2 U2 R L
B2 F2 R2 U2 L R F2
B2 F2 R2 U2 R L F2
B2 F2 R2 U2 R F2 L
L' B2 U2 L2 F2 R U2
R B2 R2 D2 R B2 L
F2 B2 R2 U2 L R F2
F2 B2 R2 U2 R L F2
F2 B2 R2 U2 R F2 L
R B2 R2 F2 L' U2 F2
R B2 R2 F2 U2 F2 R
L' B2 U2 F2 L2 U2 L'
D2 B2 D L R2 D R
D2 B2 D L R2 D' R
D2 B2 D L R2 D2 R
D2 B2 D L D R' D
D2 B2 D L D R' D'
D2 B2 D L D R' D2
D2 B2 D L D' R' D
D2 B2 D L D' R' D'
D2 B2 D L D' R' D2
D2 B2 D L D2 R' D
D2 B2 D L D2 R' D'
D2 B2 D L D2 R' D2
D2 B2 D L F' R' F
D2 B2 D L F2 R' F2
L2 B2 U2 L' F2 U2 L2
D2 B2 D L2 R' D L'
D2 B2 D L2 R' D' L'
D2 B2 D L2 R' D2 L'
D2 B2 D L2 D L' R'
D2 B2 D L2 D R' L'
D2 B2 D L2 D' L' R'
D2 B2 D L2 D' R' L'
D2 B2 D L2 D2 L' R'
D2 B2 D L2 D2 R' L'
D' B2 D L R' D2 B2
U B2 U F2 U2 L R'
U B2 U F2 U2 R' L
D' B2 D L D2 R' B2
D2 B2 D R' L2 D L'
D2 B2 D R' L2 D' L'
D2 B2 D R' L2 D2 L'
L' B2 D L D R2 B2
L' B2 D L D B2 R2
D2 B2 D R' D L D
D2 B2 D R' D L D'
D2 B2 D R' D L D2
D2 B2 D R' D' L D
D2 B2 D R' D' L D'
D2 B2 D R' D' L D2
D2 B2 D R' D2 L D
D2 B2 D R' D2 L D'
D2 B2 D R' D2 L D2
D2 B2 D R' F L F'
D2 B2 D R' F2 L F2
D2 B2 D R2 L D R
D2 B2 D R2 L D' R
D2 B2 D R2 L D2 R
D2 B2 D R2 D L R
D2 B2 D R2 D R L
D2 B2 D R2 D' L R
D2 B2 D R2 D' R L
D2 B2 D R2 D2 L R
D2 B2 D R2 D2 R L
U B2 U' L R' D2 B2
D' B2 D R' L D2 B2
U B2 U' L D2 R' B2
D' B2 D R' D2 L B2
D2 B2 D F L F' R'
D2 B2 D F' R' F L
L2 B2 U2 F2 U2 L R
L2 B2 U2 F2 U2 R L
D2 B2 D F2 L R' F2
D2 B2 D F2 L F2 R'
U B2 U' R' L D2 B2
D2 B2 D F2 R' L F2
D2 B2 D F2 R' F2 L
U B2 U' R' D2 L B2
R2 B2 U2 R F2 U2 R2
U' B2 D' L2 U L' R'
U' B2 D' L2 U R' L'
U B2 U' D2 L R' B2
U B2 U' D2 R' L B2
D2 B2 D' L R2 D R
D2 B2 D' L R2 D' R
D2 B2 D' L R2 D2 R
D2 B2 D' L D R' D
D2 B2 D' L D R' D'
D2 B2 D' L D R' D2
D2 B2 D' L D' R' D
D2 B2 D' L D' R' D'
D2 B2 D' L D' R' D2
D2 B2 D' L D2 R' D
D2 B2 D' L D2 R' D'
D2 B2 D' L D2 R' D2
D2 B2 D' L F' R' F
D2 B2 D' L F2 R' F2
D2 B2 D' L2 R' D L'
D2 B2 D' L2 R' D' L'
D2 B2 D' L2 R' D2 L'
D2 B2 D' L2 D L' R'
D2 B2 D' L2 D R' L'
D2 B2 D' L2 D' L' R'
D2 B2 D' L2 D' R' L'
D2 B2 D' L2 D2 L' R'
D2 B2 D' L2 D2 R' L'
D' B2 D' L R B2 R2
D' B2 D' L R' B2 D
D' B2 D' L R' B2 D'
D' B2 D' L R' B2 D2
D' B2 D' L R2 B2 R
D' B2 D' L' R' B2 L2
D2 B2 D' R' L2 D L'
D2 B2 D' R' L2 D' L'
D2 B2 D' R' L2 D2 L'
D2 B2 D' R' D L D
D2 B2 D' R' D L D'
