U2 F U2 F'
B L2 F B' L2
B2 L2 B' L2 F
B L2 B' F L2
U2 D F U2 F'
U2 D' F U2 F'
D U2 F U2 F'
D' U2 F U2 F'
U2 D2 F U2 F'
D2 U2 F U2 F'
B' U2 F B U2
B' U2 B F U2
B2 U2 F B2 U2
F' U2 F2 U2 F2
F2 U2 F' U2 F
B U2 F B' U2
B2 U2 B2 F U2
B U2 B' F U2
U2 F U2 D F'
U2 F U2 D' F'
U2 F U2 D2 F'
U2 F U2 F' D
U2 F U2 F' D'
U2 F U2 F' D2
U2 F D U2 F'
U2 F D' U2 F'
U2 F D2 U2 F'
U2 F B U2 F'
U2 F B' U2 F'
U2 F B2 U2 F'
L2 B L2 F B2
L2 B L2 B2 F
F' D2 B2 D2 F2
U2 B F U2 F'
U2 B' F U2 F'
B2 F' D2 F2 B2
B2 F' D2 B2 F2
U2 F B' D U2 F' D'
U2 F B' D U2 F' D2
U2 F B' D B U2 F'
U2 F B' D B' U2 F'
U2 F B' D B2 U2 F'
F D R2 L' U2 L R2
F D R2 L' U2 R2 L
D' F B2 U2 B2 U2 B2
D2 F B2 U2 B2 U2 B2
U2 F B' D' U2 F' D
U2 F B' D' U2 F' D'
U2 F B' D' U2 F' D2
U2 F B' D' B U2 F'
F D R2 L2 U2 L2 R2
F D R2 L2 U2 R2 L2
U2 F B' D' B' U2 F'
U2 F B' D' B2 U2 F'
U2 F B' D2 U2 F' D
U2 F B' D2 U2 F' D'
U2 F B' D2 U2 F' D2
U2 F B' D2 B U2 F'
U2 F B' D2 B' U2 F'
U2 F B' D2 B2 U2 F'
D' F B2 D2 F2 D2 B2
D2 F B2 D2 F2 D2 B2
F D R2 U2 R2 D2 L2
L2 F B2 L2 D2 F2 B
L2 F B2 L2 D2 B F2
F D R2 D2 L2 U2 L2
D F B' U2 B U2 B'
U2 F B2 R2 B R2 U2
U2 F B2 U' L U' F'
U2 F B2 U' L' U' F'
U2 F B2 U' L2 U' F'
B D U L2 U' F B'
B D U L2 U' B' F
U2 F B2 U2 L' F' L
U2 F B2 U2 L2 F' L2
U2 F B2 U2 D F' D
U2 F B2 U2 D F' D'
U2 F B2 U2 D F' D2
U2 F B2 U2 D' F' D
U2 F B2 U2 D' F' D'
U2 F B2 U2 D' F' D2
U2 F B2 U2 D2 F' D
U2 F B2 U2 D2 F' D'
U2 F B2 U2 D2 F' D2
U2 F B2 U2 F2 D F
U2 F B2 U2 F2 D' F
U2 F B2 U2 F2 D2 F
L' F' L U2 F U2 F'
U2 F B2 D U2 F' D
U2 F B2 D U2 F' D'
U2 F B2 D U2 F' D2
U2 F B2 D B U2 F'
U2 F B2 D B' U2 F'
U2 F B2 D B2 U2 F'
U2 F B2 D' U2 F' D
U2 F B2 D' U2 F' D'
U2 F B2 D' U2 F' D2
U2 F B2 D' B U2 F'
U2 F B2 D' B' U2 F'
U2 F B2 D' B2 U2 F'
U2 F B2 D2 U2 F' D
U2 F B2 D2 U2 F' D'
U2 F B2 D2 U2 F' D2
U2 F B2 D2 B U2 F'
D' F' L F2 R U2 R'
U2 F B2 D2 B' U2 F'
D2 F' L F2 R U2 R'
U2 F B2 D2 B2 U2 F'
B' D U2 F D B U2
B' D U2 F D' B U2
B' D U2 F D2 B U2
B' D U2 F B U2 D
B' D U2 F B U2 D'
B' D U2 F B U2 D2
B' D U2 F B D U2
B' D U2 F B D' U2
B' D U2 F B D2 U2
D F B2 U2 B2 U2 B2
B' D U2 B D F U2
B' D U2 B D' F U2
B' D U2 B D2 F U2
B' D U2 B F U2 D
B' D U2 B F U2 D'
B' D U2 B F U2 D2
B' D U2 B F D U2
B' D U2 B F D' U2
B' D U2 B F D2 U2
B D U' L2 U F B'
B D U' L2 U B' F
R F B2 L B2 U2 L'
D F B2 D2 F2 D2 B2
B2 D U2 F U' L2 U'
B2 D U2 F U2 D F2
B2 D U2 F D U2 F2
B2 D U2 F D' B2 U2
F2 D U2 F' U2 D F
F2 D U2 F' U2 D' F
F2 D U2 F' U2 D2 F
F2 D U2 F' U2 F D
F2 D U2 F' U2 F D'
F2 D U2 F' U2 F D2
F2 D U2 F' D U2 F
F2 D U2 F' D' U2 F
F2 D U2 F' D2 U2 F
F2 D U2 F' B U2 F
F2 D U2 F' B' U2 F
F2 D U2 F' B2 U2 F
R2 F' L F2 R U2 R
F2 D U2 B F' U2 F
F2 D U2 B' F' U2 F
F2 D U2 B2 F' U2 F
L' F' L' B L2 F B2
L' F' L' B L2 B2 F
B' D F U2 B U2 B'
D F' L F2 R U2 R'
F' D F D B2 D2 F2
B D U2 F D B' U2
B D U2 F D' B' U2
B D U2 F D2 B' U2
B D U2 F B' U2 D
B D U2 F B' U2 D'
B D U2 F B' U2 D2
B D U2 F B' D U2
B D U2 F B' D' U2
B D U2 F B' D2 U2
U2 F' L' F2 L U2 F
B2 D F D F2 D2 B2
F2 D F U2 F2 U2 F2
B D U2 B' D F U2
B D U2 B' D' F U2
B D U2 B' D2 F U2
B D U2 B' F U2 D
B D U2 B' F U2 D'
B D U2 B' F U2 D2
B D U2 B' F D U2
B D U2 B' F D' U2
B D U2 B' F D2 U2
F2 D F D2 B2 D2 F2
B' D F' R2 F' R2 B
R F' L F2 R U2 R2
R2 F' L' F2 U2 L R2
R2 F' L' F2 U2 R2 L
F2 D F B2 D2 F2 B2
F2 D F B2 D2 B2 F2
B' D F' U2 F2 B U2
B' D F' U2 B F2 U2
L2 F' L2 U2 F U2 F'
B' D F' B' D2 F2 B2
B' D F' B' D2 B2 F2
F' D F' D B2 D2 F2
B D F U2 B' U2 B
U2 F' L2 F2 L2 U2 F
U2 F' L2 F2 B' L2 U2
B2 D F' D F2 D B2
U2 F' L2 B' L2 F2 U2
U2 F' L2 B' F2 L2 U2
B2 D F' D2 B2 D' F2
F D F U2 F' U2 F
B' D F2 R2 F' B R2
B' D F2 R2 B F' R2
R2 F' L2 F2 U2 L2 R2
R2 F' L2 F2 U2 R2 L2
R F' L' F2 U2 L R'
R F' L' F2 U2 R' L
B D F' L2 F L2 B'
B' D F2 U2 F' B U2
B' D F2 U2 B F' U2
L2 F' R U2 R' B' L2
F' D F2 D B2 D2 F2
B D F' U2 F2 B' U2
B D F' U2 B' F2 U2
L' F' R' U2 L R B
L' F' R' U2 R L B
F2 D F2 U2 F U2 F'
B D F' B D2 F2 B2
B D F' B D2 B2 F2
D2 F' R' F2 L' U2 L
D' F' R' F2 L' U2 L
F D F' U2 F U2 F'
R2 F' R F2 L' U2 L
R F' L2 F2 U2 L2 R'
R F' L2 F2 U2 R' L2
B' D B U2 F U2 F'
L2 F' R' U2 R B' L2
L2 F' R' U2 B' L2 R
L2 F' R' U2 B' R L2
B2 D B U L2 U' B'
B D F2 U2 F' B' U2
B D F2 U2 B' F' U2
U2 F' R' F2 U2 L' F'
F2 D B U2 F' B' U2
F2 D B U2 B' F' U2
B' D B' L2 B' L2 F
F D F2 U2 F2 U2 F2
B D B L2 B' L2 F
B' D B' U2 F B2 U2
B' D B' U2 B2 F U2
F D F2 D2 B2 D2 F2
D F' R' F2 L' U2 L
L2 F' R2 U2 R2 B' L2
L2 F' R2 U2 B' L2 R2
L2 F' R2 U2 B' R2 L2
F' D B' U R2 U' F'
F D F2 B2 D2 F2 B2
F D F2 B2 D2 B2 F2
B2 D B' U L2 U' B'
B' D B' F' D2 F2 B2
B' D B' F' D2 B2 F2
F2 D B' R2 F' B R2
F2 D B' R2 B F' R2
B D B U2 F B2 U2
B D B U2 B2 F U2
R2 F' R2 U2 F2 U2 F2
R F' R' U2 F2 U2 F2
U2 F' R2 F2 R2 B U2
L2 F' R2 B' L2 R2 F'
B' D B2 L2 F B' L2
F2 D B' U2 F' B U2
L2 F' R2 B' R2 L2 F'
F2 D B' U2 B F' U2
L2 F' R2 B' R2 F' L2
B' D B2 L2 B' F L2
R2 F' R2 D2 B2 D2 F2
R F' R' D2 B2 D2 F2
B D B F' D2 F2 B2
B D B F' D2 B2 F2
F D B U2 B' U2 B
B' D B2 U2 F B' U2
B' D B2 U2 B' F U2
R2 F' R2 B2 D2 F2 B2
R2 F' R2 B2 D2 B2 F2
R F' R' B2 D2 F2 B2
R F' R' B2 D2 B2 F2
B2 D B2 U L2 U' B'
F' D B2 D B2 D F2
F2 D B2 R2 B R2 F'
B D B' U2 F U2 F'
F' D B2 D2 F2 D' B2
F2 D B2 U2 F' B2 U2
F2 D B2 U2 B2 F' U2
R F' R2 F2 L' U2 L
F D B' U2 B U2 B'
F2 D B2 F D2 F2 B2
F2 D B2 F D2 B2 F2
U2 F' U' D R2 U' F
B D B2 U2 F B U2
B D B2 U2 B F U2
D2 F' U2 F2 U2 F2 D
D2 F' U2 F2 U2 F2 D'
D2 F' U2 F2 U2 F2 D2
D2 F' U2 F2 D2 B2 U2
D' F' U2 F2 U2 F2 D
D' F' U2 F2 U2 F2 D'
D' F' U2 F2 U2 F2 D2
D2 F' U2 F2 B U2 F2
D2 F' U2 F2 B' U2 F2
D2 F' U2 F2 B2 U2 F2
D' F' U2 F2 D2 B2 U2
D' F' U2 F2 B U2 F2
D' F' U2 F2 B' U2 F2
D' F' U2 F2 B2 U2 F2
D2 F' U2 B F2 U2 F2
D' F' U2 B F2 U2 F2
D2 F' U2 B' F2 U2 F2
F D B2 U2 B2 U2 B2
D' F' U2 B' F2 U2 F2
D2 F' U2 B2 F2 U2 F2
D' F' U2 B2 F2 U2 F2
F D B2 D2 F2 D2 B2
U2 F' U2 D F D B2
U2 F' U2 D' F D' B2
F D B2 F2 D2 F2 B2
F D B2 F2 D2 B2 F2
F D' L R U2 L' R'
F D' L R U2 R' L'
U2 F' U2 D2 F B2 D
U2 F' U2 D2 F B2 D'
U2 F' U2 D2 F B2 D2
U2 F' U2 D2 B2 D F
U2 F' U2 D2 B2 D' F
U2 F' U2 D2 B2 D2 F
U2 F' U2 D2 B2 F D
U2 F' U2 D2 B2 F D'
U2 F' U2 D2 B2 F D2
U2 F' U2 F L2 B' L2
F D' L R' U2 L' R
F D' L R' U2 R L'
U2 F' U2 F U2 F U2
F D' L R2 U2 L' R2
F D' L R2 U2 R2 L'
R2 F' U2 R2 D2 L2 B2
R2 F' U2 R2 D2 B2 L2
U2 F' U2 B D2 F B2
U2 F' U2 B D2 B2 F
L2 F' U2 B' L2 D2 R2
U2 F' U2 B' D2 F B2
U2 F' U2 B' D2 B2 F
U2 F' U2 B2 D2 F B2
U2 F' U2 B2 D2 B2 F
R2 F' U2 F2 U2 R2 F2
R2 F' U2 F2 U2 F2 R2
D F' U2 F2 U2 F2 D
D F' U2 F2 U2 F2 D'
D F' U2 F2 U2 F2 D2
D F' U2 F2 D2 B2 U2
D F' U2 F2 B U2 F2
D F' U2 F2 B' U2 F2
D F' U2 F2 B2 U2 F2
D F' U2 B F2 U2 F2
U2 F' D U' R2 U' F
D F' U2 B' F2 U2 F2
F D' L' R U2 L R'
U2 F' D U2 F D B2
F D' L' R U2 R' L
B' D' L2 B' L2 D2 F2
D F' U2 B2 F2 U2 F2
F D' L' R' U2 L R
F D' L' R' U2 R L
B' D' L2 B2 L2 F B
B' D' L2 B2 L2 B F
F D' L' R2 U2 L R2
F D' L' R2 U2 R2 L
B2 D' L2 B' L2 D' F2
R F' U2 F2 U2 R' F2
R F' U2 F2 U2 F2 R'
U2 F' D' U2 F D' B2
F D' L2 R U2 L2 R'
F D' L2 R U2 R' L2
F D' L2 R' U2 L2 R
F D' L2 R' U2 R L2
F D' L2 R2 U2 L2 R2
F D' L2 R2 U2 R2 L2
B D' L2 F B L2 B2
B D' L2 F B' L2 D
B D' L2 F B' L2 D'
B D' L2 F B' L2 D2
B D' L2 F B2 L2 B
B D' L2 F' B' L2 F2
D2 F' D2 F B2 D2 F2
F D' L2 U2 L2 D2 R2
D' F' D2 F B2 D2 F2
B D' L2 F2 B' L2 F'
D2 F' D2 F' B2 D2 F2
D' F' D2 F' B2 D2 F2
B D' L2 B F L2 B2
D2 F' D2 F2 B2 D2 F2
D' F' D2 F2 B2 D2 F2
B D' L2 B' F L2 D
B D' L2 B' F L2 D'
B D' L2 B' F L2 D2
B D' L2 B' F' L2 F2
B D' L2 B' F2 L2 F'
F D' L2 D2 R2 U2 R2
B D' L2 B2 F L2 B
D2 F' D2 B2 U2 B2 U2
D2 F' D2 B2 D2 F2 D
D2 F' D2 B2 D2 F2 D'
D2 F' D2 B2 D2 F2 D2
D2 F' D2 B2 F D2 F2
D2 F' D2 B2 F' D2 F2
D2 F' D2 B2 F2 D2 F2
D' F' D2 B2 U2 B2 U2
D' F' D2 B2 D2 F2 D
D' F' D2 B2 D2 F2 D'
D' F' D2 B2 D2 F2 D2
D' F' D2 B2 F D2 F2
D' F' D2 B2 F' D2 F2
D' F' D2 B2 F2 D2 F2
D2 F' B L2 F L2 B'
L2 F' D2 R2 U2 R2 B'
L2 F' D2 R2 U2 B' R2
D' F' B L2 F L2 B'
U2 F' D2 U2 F B2 D
U2 F' D2 U2 F B2 D'
U2 F' D2 U2 F B2 D2
F D' R L U2 L' R'
F D' R L U2 R' L'
R2 F' D2 L2 U2 L2 B2
R2 F' D2 L2 U2 B2 L2
U2 F' D2 U2 B2 D F
U2 F' D2 U2 B2 D' F
U2 F' D2 U2 B2 D2 F
U2 F' D2 U2 B2 F D
U2 F' D2 U2 B2 F D'
U2 F' D2 U2 B2 F D2
F D' R L' U2 L R'
F D' R L' U2 R' L
F D' R L2 U2 L2 R'
F D' R L2 U2 R' L2
U2 F' D2 F' U2 F2 B2
U2 F' D2 F' U2 B2 F2
U2 F' D2 F2 U2 F' B2
U2 F' D2 F2 U2 B2 F'
D2 F' B U2 F2 B' U2
D2 F' B U2 B' F2 U2
U2 F' D2 B U2 F B
U2 F' D2 B U2 B F
D' F' B U2 F2 B' U2
D' F' B U2 B' F2 U2
U2 F' D2 B' U2 F B'
U2 F' D2 B' U2 B' F
L2 F' B L' B2 L' F
L2 F' B L2 F B2 D
L2 F' B L2 F B2 D'
L2 F' B L2 F B2 D2
L2 F' B L2 B2 D F
L2 F' B L2 B2 D' F
L2 F' B L2 B2 D2 F
L2 F' B L2 B2 F D
L2 F' B L2 B2 F D'
L2 F' B L2 B2 F D2
D F' D2 F B2 D2 F2
D F' D2 F' B2 D2 F2
R2 F' D2 B2 D2 R2 F2
R2 F' D2 B2 D2 F2 R2
B' D' R2 F' R2 D2 B2
D F' D2 F2 B2 D2 F2
D2 F' B' R2 F' R2 B
D' F' B' R2 F' R2 B
B' D' R2 F2 R2 F B
B' D' R2 F2 R2 B F
F D' R' L U2 L' R
F D' R' L U2 R L'
U2 F' B U2 D2 F B2
U2 F' B U2 D2 B2 F
D F' D2 B2 U2 B2 U2
D F' D2 B2 D2 F2 D
D F' D2 B2 D2 F2 D'
D F' D2 B2 D2 F2 D2
D F' D2 B2 F D2 F2
D F' D2 B2 F' D2 F2
D F' D2 B2 F2 D2 F2
D2 F' B' U2 F2 B U2
D2 F' B' U2 B F2 U2
F D' R' L' U2 L R
F D' R' L' U2 R L
D' F' B' U2 F2 B U2
D' F' B' U2 B F2 U2
F D' R' L2 U2 L2 R
F D' R' L2 U2 R L2
U2 F' B D2 U2 F B2
U2 F' B D2 U2 B2 F
D F' B L2 F L2 B'
R F' D2 R' B2 D2 F2
L2 F' B' L2 R2 F' R2
L2 F' B' L2 U2 B U2
L2 F' B' R2 L2 F' R2
F2 D' R2 B' R2 F' B2
F2 D' R2 B' R2 B2 F'
L2 F' B' R2 F' L2 R2
L2 F' B' R2 F' R2 L2
D F' B U2 F2 B' U2
D F' B U2 B' F2 U2
L F' B L2 F L' B'
U2 F' B' U2 D2 F B2
U2 F' B' U2 D2 B2 F
L2 F' B' U2 B U2 L2
D2 F' B2 U2 F2 B2 U2
D2 F' B2 U2 B2 F2 U2
D' F' B2 U2 F2 B2 U2
D' F' B2 U2 B2 F2 U2
F D' R2 L U2 L' R2
F D' R2 L U2 R2 L'
U2 F' B' D2 U2 F B2
U2 F' B' D2 U2 B2 F
R2 F' B' R2 D2 F' B2
R2 F' B' R2 D2 B2 F'
F D' R2 L' U2 L R2
F D' R2 L' U2 R2 L
D2 F' B2 D2 F2 B2 D
D2 F' B2 D2 F2 B2 D'
D2 F' B2 D2 F2 B2 D2
D2 F' B2 D2 B2 F2 D
D2 F' B2 D2 B2 F2 D'
D2 F' B2 D2 B2 F2 D2
D' F' B2 D2 F2 B2 D
D' F' B2 D2 F2 B2 D'
D' F' B2 D2 F2 B2 D2
F D' R2 L2 U2 L2 R2
F D' R2 L2 U2 R2 L2
D' F' B2 D2 B2 F2 D
D' F' B2 D2 B2 F2 D'
D' F' B2 D2 B2 F2 D2
L2 F' B2 L2 D2 F2 B
L2 F' B2 L2 D2 B F2
D F' B' R2 F' R2 B
F D' R2 U2 R2 D2 L2
F' D' U' L2 U D F2
F' D' U' L2 U2 L2 U'
F' D' U' L2 D U F2
F' D' U' L2 D2 R2 U
D F' B' U2 F2 B U2
D F' B' U2 B F2 U2
F D' R2 D2 L2 U2 L2
B2 D' U' L2 R2 U B'
L' F2 L U2 F U2 F'
U2 F' B2 U2 D2 F B2
U2 F' B2 U2 D2 B2 F
B D' U L2 U' F B'
B D' U L2 U' B' F
B2 D' U' R2 L2 U B'
B2 D' U' R2 U' F U2
U2 F' B2 D2 U2 F B2
U2 F' B2 D2 U2 B2 F
R2 F' B2 R2 D2 F2 B2
R2 F' B2 R2 D2 B2 F2
R' F2 L' R2 U2 L B
B' D' U2 F D B U2
B' D' U2 F D' B U2
B' D' U2 F D2 B U2
B' D' U2 F B U2 D
B' D' U2 F B U2 D'
B' D' U2 F B U2 D2
B' D' U2 F B D U2
B' D' U2 F B D' U2
B' D' U2 F B D2 U2
D F' B2 U2 F2 B2 U2
D F' B2 U2 B2 F2 U2
B' D' U2 B D F U2
B' D' U2 B D' F U2
B' D' U2 B D2 F U2
B' D' U2 B F U2 D
B' D' U2 B F U2 D'
B' D' U2 B F U2 D2
B' D' U2 B F D U2
B' D' U2 B F D' U2
B' D' U2 B F D2 U2
R' F2 L' D F' U2 L
D F' B2 D2 F2 B2 D
D F' B2 D2 F2 B2 D'
D F' B2 D2 F2 B2 D2
B D' U' L2 U F B'
B D' U' L2 U B' F
D F' B2 D2 B2 F2 D
D F' B2 D2 B2 F2 D'
D F' B2 D2 B2 F2 D2
R' F2 L' D' F' U2 L
U2 F2 L F' U2 F' R
R' F2 L' D2 F' U2 L
R2 F2 L U2 L' R2 B
R2 F2 L U2 R2 L' B
R2 F2 L U2 R2 B L'
B2 D' U2 F U R2 U
B2 D' U2 F U2 D' F2
B2 D' U2 F D B2 U2
B2 D' U2 F D' U2 F2
R' F2 L' F' R U2 L
R' F2 L' F' R' U2 L
R' F2 L' F' R2 U2 L
R' F2 L' F' U2 L D
R' F2 L' F' U2 L D'
R' F2 L' F' U2 L D2
R' F2 L' F' U2 D L
R' F2 L' F' U2 D' L
R' F2 L' F' U2 D2 L
R' F2 L' F' D U2 L
R' F2 L' F' D' U2 L
R' F2 L' F' D2 U2 L
F2 D' U2 F' U2 D F
F2 D' U2 F' U2 D' F
F2 D' U2 F' U2 D2 F
F2 D' U2 F' U2 F D
F2 D' U2 F' U2 F D'
F2 D' U2 F' U2 F D2
F2 D' U2 F' D U2 F
F2 D' U2 F' D' U2 F
F2 D' U2 F' D2 U2 F
F2 D' U2 F' B U2 F
F2 D' U2 F' B' U2 F
F2 D' U2 F' B2 U2 F
F2 D' U2 B F' U2 F
L' F2 L' B L2 F B2
L' F2 L' B L2 B2 F
F2 D' U2 B' F' U2 F
L F2 L R U2 R' B'
F2 D' U2 B2 F' U2 F
B' D' F U2 B U2 B'
R F' B2 D2 F2 B2 R'
R F' B2 D2 B2 R' F2
R F' B2 D2 B2 F2 R'
U2 F2 L' F' L U2 F'
F' D' F D' B2 D2 F2
R2 F2 L' U2 L R2 B
R2 F2 L' U2 R2 L B
B D' U2 F D B' U2
B D' U2 F D' B' U2
B D' U2 F D2 B' U2
B D' U2 F B' U2 D
B D' U2 F B' U2 D'
B D' U2 F B' U2 D2
B D' U2 F B' D U2
B D' U2 F B' D' U2
B D' U2 F B' D2 U2
R' F2 L2 F' L U2 L
F2 D' F U2 F2 U2 F2
B2 D' F D' F2 D2 B2
B D' U2 B' D F U2
B D' U2 B' D' F U2
B D' U2 B' D2 F U2
B D' U2 B' F U2 D
B D' U2 B' F U2 D'
B D' U2 B' F U2 D2
B D' U2 B' F D U2
B D' U2 B' F D' U2
B D' U2 B' F D2 U2
B' D' F' R2 F' R2 B
R2 F2 L' F' U2 L R2
R2 F2 L' F' U2 R2 L
F2 D' F D2 B2 D2 F2
L F2 L' R F U2 R'
B' D' F' U2 F2 B U2
B' D' F' U2 B F2 U2
F2 D' F B2 D2 F2 B2
F2 D' F B2 D2 B2 F2
L2 F2 L2 U2 F U2 F'
R2 F2 L2 R2 B L2 F
B' D' F' B' D2 F2 B2
B' D' F' B' D2 B2 F2
U2 F2 L2 F' L2 U2 F'
F' D' F' D' B2 D2 F2
R2 F2 L2 U2 L2 R2 B
B D' F U2 B' U2 B
R2 F2 L2 U2 R2 L2 B
R2 F2 L2 U2 R2 B L2
B2 D' F' D' F2 D' B2
B2 D' F' D2 B2 D F2
B' D' F2 R2 F' B R2
B' D' F2 R2 B F' R2
R2 F2 L2 F' U2 L2 R2
R2 F2 L2 F' U2 R2 L2
F D' F U2 F' U2 F
R F2 L' F' U2 L R'
R F2 L' F' U2 R' L
B' D' F2 U2 F' B U2
B' D' F2 U2 B F' U2
B D' F' L2 F L2 B'
L2 F2 R U2 R' B' L2
B2 D' F2 U' R2 U B
L' F2 R' U2 L R B
L' F2 R' U2 R L B
F' D' F2 D' B2 D2 F2
B D' F' U2 F2 B' U2
B D' F' U2 B' F2 U2
F2 D' F2 U2 F U2 F'
B D' F' B D2 F2 B2
B D' F' B D2 B2 F2
F D' F' U2 F U2 F'
R' F2 R2 L' U2 L B
R F2 L2 F' U2 L2 R'
R F2 L2 F' U2 R' L2
L F2 R L U2 R' B'
B' D' B U2 F U2 F'
L F2 R L' F U2 R'
L2 F2 R' U2 R B' L2
L2 F2 R' U2 B' L2 R
L2 F2 R' U2 B' R L2
F' D' B U' L2 U F
L F2 R U2 D2 R' B
B D' F2 U2 F' B' U2
B D' F2 U2 B' F' U2
L F2 R D2 U2 R' B
B' D' B' L2 B' L2 F
F2 D' B U2 F' B' U2
F2 D' B U2 B' F' U2
D2 F2 R2 B' R2 F' B2
D2 F2 R2 B' R2 B2 F'
D' F2 R2 B' R2 F' B2
D' F2 R2 B' R2 B2 F'
F D' F2 U2 F2 U2 F2
B' D' B' U2 F B2 U2
B' D' B' U2 B2 F U2
B D' B L2 B' L2 F
L2 F2 R2 U2 R2 B' L2
L2 F2 R2 U2 B' L2 R2
L2 F2 R2 U2 B' R2 L2
F D' F2 D2 B2 D2 F2
F D' F2 B2 D2 F2 B2
F D' F2 B2 D2 B2 F2
B' D' B' F' D2 F2 B2
B' D' B' F' D2 B2 F2
R2 F2 R2 L2 B L2 F
F2 D' B' R2 F' B R2
F2 D' B' R2 B F' R2
B D' B U2 F B2 U2
B D' B U2 B2 F U2
B' D' B2 L2 F B' L2
B' D' B2 L2 B' F L2
L2 F2 R2 B' L2 R2 F'
F2 D' B' U2 F' B U2
L2 F2 R2 B' R2 L2 F'
L2 F2 R2 B' R2 F' L2
F2 D' B' U2 B F' U2
B D' B F' D2 F2 B2
B D' B F' D2 B2 F2
F D' B U2 B' U2 B
R2 F2 R2 B L2 F L2
B' D' B2 U2 F B' U2
B' D' B2 U2 B' F U2
R2 F2 R2 B U2 B' U2
U2 F2 U R2 U F2 B
U2 F2 U R2 U B F2
R2 F2 R2 B2 D2 F2 B'
R2 F2 R2 B2 D2 B' F2
U2 F2 U D R2 U B
D F2 R2 B' R2 F' B2
D F2 R2 B' R2 B2 F'
F2 D' B2 R2 B R2 F'
F' D' B2 D' B2 D' F2
B D' B' U2 F U2 F'
F' D' B2 D2 F2 D B2
F2 D' B2 U2 F' B2 U2
F2 D' B2 U2 B2 F' U2
F2 D' B2 F D2 F2 B2
F2 D' B2 F D2 B2 F2
F D' B' U2 B U2 B'
R' F2 U2 L' F' U2 F
F' D2 L U2 L' B2 R'
U2 F2 U' R2 U' F2 B
U2 F2 U' R2 U' B F2
D2 F2 U2 D F' U2 F
D' F2 U2 D F' U2 F
B D' B2 U2 F B U2
D2 F2 U2 D' F' U2 F
B D' B2 U2 B F U2
D' F2 U2 D' F' U2 F
D2 F2 U2 D2 F' U2 F
D' F2 U2 D2 F' U2 F
F' D2 L B2 L' D2 F2
D2 F2 U2 F' U2 D F
D2 F2 U2 F' U2 D' F
D2 F2 U2 F' U2 D2 F
D2 F2 U2 F' U2 F D
D2 F2 U2 F' U2 F D'
D2 F2 U2 F' U2 F D2
D2 F2 U2 F' D U2 F
D2 F2 U2 F' D' U2 F
D2 F2 U2 F' D2 U2 F
D2 F2 U2 F' B U2 F
D2 F2 U2 F' B' U2 F
D' F2 U2 F' U2 D F
D' F2 U2 F' U2 D' F
D' F2 U2 F' U2 D2 F
D' F2 U2 F' U2 F D
D' F2 U2 F' U2 F D'
D' F2 U2 F' U2 F D2
D2 F2 U2 F' B2 U2 F
D' F2 U2 F' D U2 F
F' D2 L B2 D2 L' F2
D' F2 U2 F' D' U2 F
D' F2 U2 F' D2 U2 F
D' F2 U2 F' B U2 F
D' F2 U2 F' B' U2 F
D' F2 U2 F' B2 U2 F
D2 F2 U2 B F' U2 F
D' F2 U2 B F' U2 F
D2 F2 U2 B' F' U2 F
D' F2 U2 B' F' U2 F
F D' B2 U2 B2 U2 B2
D2 F2 U2 B2 F' U2 F
U2 F2 U2 L2 F2 L2 B'
D' F2 U2 B2 F' U2 F
R' F2 D L' F' U2 L
F D' B2 D2 F2 D2 B2
U2 F2 U2 R2 F2 B R2
U2 F2 U2 R2 B R2 F2
U2 F2 U2 R2 B F2 R2
F D' B2 F2 D2 F2 B2
F D' B2 F2 D2 B2 F2
F D2 L R U2 L' R'
F D2 L R U2 R' L'
F D2 L R' U2 L' R
F D2 L R' U2 R L'
U2 F2 U2 F D2 F B2
U2 F2 U2 F D2 B2 F
F D2 L R2 U2 L' R2
F D2 L R2 U2 R2 L'
U2 F2 U2 F2 L2 B' L2
D2 F2 D U2 F' U2 F
U2 F2 U2 F2 U2 F U2
D' F2 D U2 F' U2 F
R2 F2 U2 R2 D2 L2 B
R2 F2 U2 R2 D2 B L2
R2 F2 U2 R2 B D2 L2
B2 D2 L' F2 L' B' L2
L2 F2 U2 B' L2 D2 R2
D F2 U2 D F' U2 F
R2 F2 U2 F' U2 R2 F
R2 F2 U2 F' U2 F R2
D F2 U2 D' F' U2 F
D F2 U2 D2 F' U2 F
R' F2 D' L' F' U2 L
D F2 U2 F' U2 D F
D F2 U2 F' U2 D' F
D F2 U2 F' U2 D2 F
D F2 U2 F' U2 F D
D F2 U2 F' U2 F D'
D F2 U2 F' U2 F D2
D F2 U2 F' D U2 F
D F2 U2 F' D' U2 F
D F2 U2 F' D2 U2 F
D F2 U2 F' B U2 F
D F2 U2 F' B' U2 F
D F2 U2 F' B2 U2 F
U2 F2 D U R2 U B
B' D2 L2 B' L2 D2 F2
D F2 U2 B F' U2 F
B' D2 L2 B2 L2 F B
B' D2 L2 B2 L2 B F
F D2 L' R U2 L R'
F D2 L' R U2 R' L
D F2 U2 B' F' U2 F
F D2 L' R' U2 L R
F D2 L' R' U2 R L
D F2 U2 B2 F' U2 F
U2 F2 D F' U R2 U
U2 F2 D F' U2 D' F2
U2 F2 D F' D B2 U2
F D2 L' R2 U2 L R2
F D2 L' R2 U2 R2 L
U2 F2 D F' D' U2 F2
F' D2 L2 B L2 F B
F' D2 L2 B L2 B F
D2 F2 D' U2 F' U2 F
