B' R U2 B'
R B' U2 B'
B' R U2 D B'
B' R U2 D' B'
B' R U2 D2 B'
B' R U2 B' D
B' R U2 B' D'
B' R U2 B' D2
B' R D U2 B'
B' R D' U2 B'
B' R D2 U2 B'
B' R F U2 B'
B' R F' U2 B'
B' R F2 U2 B'
D2 R F2 B' U2
D2 R B' F2 U2
R D2 F2 B' U2
R D2 B' F2 U2
B' D R U2 B'
R F B' U2 B'
B' D' R U2 B'
R F' B' U2 B'
B' D2 R U2 B'
D2 F2 B' U2 L'
R F2 B' U2 B'
R' B' R2 U2 B'
R2 B' U2 B' L
D2 B' R F2 U2
F2 B' U2 B' L'
R B' U2 D B'
R B' U2 D' B'
R B' U2 D2 B'
R B' U2 B' D
R B' U2 B' D'
R B' U2 B' D2
R B' D U2 B'
R B' D' U2 B'
R B' D' U2 B'
D2 B' F2 U2 L'
R B' D2 U2 B'
R B' F U2 B'
R B' F' U2 B'
R B' F2 U2 B'
B' F2 U2 B' L'
D' B' D' R U2 D2 B2
R2 B' U2 B2 L B L
R2 B' U2 B2 L' B L
R2 B' U2 B2 L2 B L
D' B' D' R D2 U2 B2
D' B' D' R F2 U2 D
D' B' D' R F2 U2 D'
D' B' D' R F2 U2 D2
D' B' D' R F2 D U2
D' B' D' R F2 D' U2
D' B' D' R F2 D2 U2
F2 B' R' F2 R U2 B'
R2 B' U2 B2 D B L
R2 B' U2 B2 D' B L
R2 B' U2 B2 D2 B L
R' B' D' U F2 U B'
F B' R U2 D2 B' L
D' B' D' R' F2 R2 U2
B' F' R2 F R U2 B'
D' B' D' R2 F2 R' U2
R' B' D' U2 B' D' L2
B' F' R2 F' U2 B' L'
F B' R D2 U2 B' L
F' B' R2 U2 B L B2
F B' R F U2 B' L'
F B' R F' R U2 B'
R B' U2 L D L' B'
R B' U2 L D' L' B'
R B' U2 L D2 L' B'
D B' D R U2 D2 B2
D B' D R D2 U2 B2
R B' U2 L B L' B'
R B' U2 L B' L' B'
R B' U2 L B2 L' B'
D B' D R F2 U2 D
D B' D R F2 U2 D'
D B' D R F2 U2 D2
D B' D R F2 D U2
D B' D R F2 D' U2
D B' D R F2 D2 U2
D' B' D' F2 R U2 L'
D' B' D' F2 R' U2 L'
D' B' D' F2 R2 U2 L'
D' B' D' F2 U2 L' D
D' B' D' F2 U2 L' D'
D' B' D' F2 U2 L' D2
D' B' D' F2 U2 D L'
D' B' D' F2 U2 D' L'
D' B' D' F2 U2 D2 L'
D' B' D' F2 D U2 L'
D' B' D' F2 D' U2 L'
D' B' D' F2 D2 U2 L'
D B' D R' F2 R2 U2
F' B' R2 F R U2 B'
R B' U2 L2 B L2 B'
R B' U2 L2 B' L2 B'
F2 B' R2 U2 D B' L'
D B' D R2 F2 R' U2
R B' U2 L2 B2 L2 B'
F2 B' R2 U2 D' B' L'
F2 B' R2 U2 D2 B' L'
F2 B' R2 U2 B L' B2
F2 B' R2 U2 B' L' D
F2 B' R2 U2 B' L' D'
F2 B' R2 U2 B' L' D2
F2 B' R2 U2 B' D L'
F2 B' R2 U2 B' D' L'
F2 B' R2 U2 B' D2 L'
F' B' R2 F' U2 B' L'
F2 B' R2 U2 B2 L' B
R B' U2 R D R' B'
R B' U2 R D' R' B'
R B' U2 R D2 R' B'
F2 B' R2 D U2 B' L'
F2 B' R2 D U2 B' L'
R B' U2 R' D R B'
R B' U2 R' D B' R
R B' U2 R' D' R B'
R B' U2 R' D' B' R
R B' U2 R' D2 R B'
R B' U2 R' D2 B' R
R B' U2 R' B R B2
R B' U2 R' B' R D
R B' U2 R' B' R D'
R B' U2 R' B' R D2
R B' U2 R' B' D R
R B' U2 R' B' D' R
R B' U2 R' B' D2 R
F2 B' R2 D' U2 B' L'
U2 B' D' R U2 R' B'
R' B' D2 R U2 B' L2
D2 B' D2 R U2 B2 D
D2 B' D2 R U2 B2 D'
D2 B' D2 R U2 B2 D2
R B' U2 R2 B R2 B2
R B' U2 R2 B' R2 D
R B' U2 R2 B' R2 D'
R B' U2 R2 B' R2 D2
D2 B' D2 R D2 F2 U2
D2 B' D2 R F U2 B2
F2 B' R2 D2 U2 B' L'
D2 B' D2 R F' U2 B2
D2 B' D2 R F2 U2 B2
R B' U2 D R' B' R
R B' U2 D R2 B' R2
R' B' D2 R' U2 B' L2
R B' U2 D B2 D B
R B' U2 D B2 D' B
R B' U2 D B2 D2 B
R B' U2 D' R' B' R
R B' U2 D' R2 B' R2
R' B' D2 R2 U2 B' L2
R B' U2 D' B2 D B
R B' U2 D' B2 D' B
R B' U2 D' B2 D2 B
D2 B' D2 R2 U2 B2 L
D' B' D2 R U L2 U
D B' D F2 R U2 L'
D B' D F2 R' U2 L'
R B' U2 D2 R' B' R
D' B' D2 R U2 D' B2
D B' D F2 R2 U2 L'
R B' U2 D2 R2 B' R2
D' B' D2 R D F2 U2
D' B' D2 R D' U2 B2
D B' D F2 U2 L' D
D B' D F2 U2 L' D'
D B' D F2 U2 L' D2
D B' D F2 U2 D L'
D B' D F2 U2 D' L'
D B' D F2 U2 D2 L'
D B' D F2 D U2 L'
D B' D F2 D' U2 L'
D B' D F2 D2 U2 L'
R B' U2 D2 B2 D B
R B' U2 D2 B2 D' B
R B' U2 D2 B2 D2 B
F2 B' R2 F2 R U2 B'
F B' R' U2 D2 B' L
R B' U2 F D F' B'
R B' U2 F D B' F'
R B' U2 F D' F' B'
R B' U2 F D' B' F'
R B' U2 F D2 F' B'
R B' U2 F D2 B' F'
R B' U2 F B' D F'
R B' U2 F B' D' F'
R B' U2 F B' D2 F'
R B' U2 F' D F B'
R B' U2 F' D B' F
R B' U2 F' D' F B'
R B' U2 F' D' B' F
R B' U2 F' D2 F B'
R B' U2 F' D2 B' F
R B' U2 F' B' D F
R B' U2 F' B' D' F
R B' U2 F' B' D2 F
R' B' D2 U2 B L2 B2
R' B' D2 U2 B' L2 D
R' B' D2 U2 B' L2 D'
R' B' D2 U2 B' L2 D2
R' B' D2 U2 B2 L2 B
R' B' D2 F U2 B' L2
R B' U2 B L B2 L'
R B' U2 B L2 B2 L2
R B' U2 B R' B2 R
R B' U2 B R2 B2 R2
F B' R' D2 U2 B' L
R' B' D2 F' U2 B' L2
R B' U2 B' L D L'
R B' U2 B' L D' L'
R B' U2 B' L D2 L'
R B' U2 B' L' D L
R B' U2 B' L' D' L
R B' U2 B' L' D2 L
R B' U2 B' R D R'
R B' U2 B' R D' R'
R B' U2 B' R D2 R'
R B' U2 B' R' D R
R B' U2 B' R' D' R
R B' U2 B' R' D2 R
F B' R' F U2 B' L'
R' B' D2 F2 U2 B' L2
D2 B' D2 F2 U2 L' B2
D2 B' D2 F2 U2 B2 L'
R B' U2 B' F D F'
R B' U2 B' F D' F'
R B' U2 B' F D2 F'
R B' U2 B' F' D F
R B' U2 B' F' D' F
R B' U2 B' F' D2 F
R B' U2 B2 L B L'
R B' U2 B2 L2 B L2
F B' R' F' R U2 B'
R B' U2 B2 D B D
R B' U2 B2 D B D'
R B' U2 B2 D B D2
R B' U2 B2 D' B D
R B' U2 B2 D' B D'
R B' U2 B2 D' B D2
R B' U2 B2 D2 B D
R B' U2 B2 D2 B D'
R B' U2 B2 D2 B D2
D B' D' R U2 B2 D
D B' D' R U2 B2 D'
D B' D' R U2 B2 D2
D B' D' R D2 F2 U2
D B' D' R F U2 B2
D B' D' R F' U2 B2
D B' D' R F2 U2 B2
D B' D' R2 U2 B2 L
R B' D L2 F L2 U2
U2 B' D2 R U2 R' B'
B' F' U' R B U' B2
D2 B' F R F U2 L'
B F' R2 F' B2 U2 L'
D2 B' F R' F U2 L'
R B' D U' R U' B'
R B' D U' R' U' B'
R B' D U' R2 U' B'
R' B' F R2 U2 D B'
R' B' F R2 U2 D' B'
R' B' F R2 U2 D2 B'
R' B' F R2 U2 B' D
R' B' F R2 U2 B' D'
R' B' F R2 U2 B' D2
R' B' F R2 D U2 B'
R' B' F R2 D' U2 B'
R' B' F R2 D2 U2 B'
D2 B' F R2 F U2 L'
R' B' F R2 F U2 B'
R' B' F R2 F' U2 B'
R' B' F R2 F2 U2 B'
R B' D U2 R' B' R
R B' D U2 R2 B' R2
D B' D' F2 U2 L' B2
D B' D' F2 U2 B2 L'
R B' D U2 B2 D B
R B' D U2 B2 D' B
R B' D U2 B2 D2 B
R B' D F U2 D B'
R B' D F U2 D' B'
R B' D F U2 D2 B'
R B' D F U2 B' D
R B' D F U2 B' D'
R B' D F U2 B' D2
F B' R2 U2 D2 B' L
R B' D F D U2 B'
R B' D F D' U2 B'
R B' D F D2 U2 B'
R B' D F' U2 D B'
R B' D F' U2 D' B'
R B' D F' U2 D2 B'
R B' D F' U2 B' D
R B' D F' U2 B' D'
R B' D F' U2 B' D2
R B' D F' D U2 B'
R B' D F' D' U2 B'
B F' R2 B2 F' U2 L'
R B' D F' D2 U2 B'
R' B' F U2 D2 B' L2
R B' D F2 U2 D B'
R' B' F U2 B' D2 L2
R B' D F2 U2 D' B'
R B' D F2 U2 D2 B'
R B' D F2 U2 B' D
R B' D F2 U2 B' D'
R B' D F2 U2 B' D2
R B' D F2 D U2 B'
R B' D F2 D' U2 B'
R B' D F2 D2 U2 B'
F' B' U' R B U' B2
F B' R2 D2 U2 B' L
F B' R2 F U2 B' L'
R' B' F D2 U2 B' L2
F B' R2 F' R U2 B'
D B' D2 R U' R U'
B' F' U' B2 U' B L
F2 B' U' R U' B' L'
F2 B' U' R' U' B' L'
R B' D' L2 F L2 U2
B' F' U2 L' B L B'
F2 B' U' R2 U' B' L'
R2 B' D2 F U2 B' L'
R2 B' D2 F' R U2 B'
R' B' F' R2 U2 D B'
R' B' F' R2 U2 D' B'
R' B' F' R2 U2 D2 B'
D2 B' F' R2 U2 B L
R' B' F' R2 U2 B' D
R' B' F' R2 U2 B' D'
R' B' F' R2 U2 B' D2
R' B' F' R2 D U2 B'
R' B' F' R2 D' U2 B'
R' B' F' R2 D2 U2 B'
R' B' F' R2 F U2 B'
R' B' F' R2 F' U2 B'
R' B' F' R2 F2 U2 B'
F' B' U' B2 U' B L
R B' D' U' R U' B'
R B' D' U' R' U' B'
R B' D' U' R2 U' B'
B' F' U2 D B L B2
R B' D' U2 R' B' R
R B' D' U2 R2 B' R2
R' B' F' U2 D2 B' L2
R' B' F' U2 B' D2 L2
B' F' U2 D' B L B2
R B' D' U2 B2 D B
R B' D' U2 B2 D' B
R B' D' U2 B2 D2 B
R B' D' F U2 D B'
R B' D' F U2 D' B'
R B' D' F U2 D2 B'
R B' D' F U2 B' D
R B' D' F U2 B' D'
R B' D' F U2 B' D2
R B' D' F D U2 B'
R B' D' F D' U2 B'
R B' D' F D2 U2 B'
B' F' U2 D2 B L B2
D2 B' F' D F' U2 L'
F' B' U2 L' B L B'
F2 B' U' B U' L' B2
F2 B' U' B U' B2 L'
R B' D' F' U2 D B'
R B' D' F' U2 D' B'
R B' D' F' U2 D2 B'
R B' D' F' U2 B' D
R B' D' F' U2 B' D'
R B' D' F' U2 B' D2
R B' D' F' D U2 B'
R B' D' F' D' U2 B'
D2 B' F' D' F' U2 L'
R B' D' F' D2 U2 B'
R B' D' F2 U2 D B'
R B' D' F2 U2 D' B'
R B' D' F2 U2 D2 B'
R' B' F' D2 U2 B' L2
R B' D' F2 U2 B' D
R B' D' F2 U2 B' D'
R B' D' F2 U2 B' D2
R B' D' F2 D U2 B'
R B' D' F2 D' U2 B'
D2 B' F' D2 F' U2 L'
R B' D' F2 D2 U2 B'
F2 B' U' B2 U' L' B
F2 B' U' B2 U' B L'
L2 B' F D2 R2 B' L
R2 B' F R U2 B' L
B' F' U2 B L B2 D
B' F' U2 B L B2 D'
B' F' U2 B L B2 D2
B' F' U2 B L' B2 L2
B' F' U2 B L2 B2 L'
L2 B' F D2 B' L R2
L2 B' F D2 B' R2 L
F B' U F U B' L'
R2 B' F R' U2 B' L
B' F' U2 B' U2 R' U2
F' B' U2 D B L B2
R2 B' F R2 U2 B' L
D2 B' F2 R U2 L' D
D2 B' F2 R U2 L' D'
D2 B' F2 R U2 L' D2
D2 B' F2 R U2 D L'
D2 B' F2 R U2 D' L'
D2 B' F2 R U2 D2 L'
D2 B' F2 R D U2 L'
F' B' U2 D' B L B2
D2 B' F2 R D' U2 L'
D2 B' F2 R D2 U2 L'
F' B' U2 D2 B L B2
D2 B' F2 R' U2 L' D
D2 B' F2 R' U2 L' D'
D2 B' F2 R' U2 L' D2
D2 B' F2 R' U2 D L'
D2 B' F2 R' U2 D' L'
D2 B' F2 R' U2 D2 L'
D2 B' F2 R' D U2 L'
D2 B' F2 R' D' U2 L'
D2 B' F2 R' D2 U2 L'
D2 B' F2 R2 U2 L' D
D2 B' F2 R2 U2 L' D'
D2 B' F2 R2 U2 L' D2
D2 B' F2 R2 U2 D L'
D2 B' F2 R2 U2 D' L'
D2 B' F2 R2 U2 D2 L'
R' B' F2 R2 U2 D B'
R' B' F2 R2 U2 D' B'
R' B' F2 R2 U2 D2 B'
R' B' F2 R2 U2 B' D
R' B' F2 R2 U2 B' D'
R' B' F2 R2 U2 B' D2
D2 B' F2 R2 D U2 L'
R' B' F2 R2 D U2 B'
D2 B' F2 R2 D' U2 L'
R' B' F2 R2 D' U2 B'
D2 B' F2 R2 D2 U2 L'
R B' D2 L2 F L2 U2
R' B' F2 R2 D2 U2 B'
R' B' F2 R2 F U2 B'
F2 B' U2 R' B' L' R
F2 B' U2 R' B' R L'
R' B' F2 R2 F' U2 B'
R' B' F2 R2 F2 U2 B'
R2 B' F U2 B' L D
R2 B' F U2 B' L D'
R2 B' F U2 B' L D2
R2 B' F U2 B' D L
R2 B' F U2 B' D' L
R2 B' F U2 B' D2 L
F2 B' U2 R2 B' L' R2
F2 B' U2 R2 B' R2 L'
F2 B' U2 D B L' B2
F2 B' U2 D B' L' D
F2 B' U2 D B' L' D'
F2 B' U2 D B' L' D2
F2 B' U2 D B' D L'
F2 B' U2 D B' D' L'
F2 B' U2 D B' D2 L'
F2 B' U2 D B2 L' B
F' B' U2 B L B2 D
F' B' U2 B L B2 D'
F' B' U2 B L B2 D2
F' B' U2 B L' B2 L2
F' B' U2 B L2 B2 L'
D2 B' F2 U' B U' L'
D2 B' F2 U' B' U' L'
D2 B' F2 U' B2 U' L'
D2 B' F2 U2 L2 D L
D2 B' F2 U2 L2 D' L
D2 B' F2 U2 L2 D2 L
F2 B' U2 D' B L' B2
F2 B' U2 D' B' L' D
F2 B' U2 D' B' L' D'
F2 B' U2 D' B' L' D2
F2 B' U2 D' B' D L'
F2 B' U2 D' B' D' L'
F2 B' U2 D' B' D2 L'
F2 B' U2 D' B2 L' B
D2 B' F2 U2 D L' D
D2 B' F2 U2 D L' D'
D2 B' F2 U2 D L' D2
D2 B' F2 U2 D' L' D
D2 B' F2 U2 D' L' D'
D2 B' F2 U2 D' L' D2
D2 B' F2 U2 D2 L' D
D2 B' F2 U2 D2 L' D'
D2 B' F2 U2 D2 L' D2
R' B' F2 U2 D2 B' L2
D2 B' F2 U2 B' L' B
R' B' F2 U2 B' D2 L2
D2 B' F2 U2 B2 L' B2
F' B' U2 B' U2 R' U2
F2 B' U2 D2 B L' B2
F2 B' U2 D2 B' L' D
F2 B' U2 D2 B' L' D'
F2 B' U2 D2 B' L' D2
F2 B' U2 D2 B' D L'
F2 B' U2 D2 B' D' L'
F2 B' U2 D2 B' D2 L'
F2 B' U2 D2 B2 L' B
D2 B' F2 D R U2 L'
D2 B' F2 D R' U2 L'
D2 B' F2 D R2 U2 L'
D2 B' F2 D U2 L' D
D2 B' F2 D U2 L' D'
D2 B' F2 D U2 L' D2
D' B' F2 U' R2 U' L'
R B' D2 U' R U' B'
R B' D2 U' R' U' B'
R B' D2 U' R2 U' B'
D2 B' F2 D' R U2 L'
D2 B' F2 D' R' U2 L'
D2 B' F2 D' R2 U2 L'
D2 B' F2 D' U2 L' D
D2 B' F2 D' U2 L' D'
D2 B' F2 D' U2 L' D2
D' B' F2 U2 L' D B2
R B' D2 U2 R' B' R
D' B' F2 U2 D L' B2
R B' D2 U2 R2 B' R2
D' B' F2 U2 D B2 L'
D2 B' F2 D2 R U2 L'
D2 B' F2 D2 R' U2 L'
D2 B' F2 D2 R2 U2 L'
R B' D2 U2 B2 D B
R B' D2 U2 B2 D' B
R B' D2 U2 B2 D2 B
D2 B' F2 D2 U2 L' D
D2 B' F2 D2 U2 L' D'
D2 B' F2 D2 U2 L' D2
R' B' F2 D2 U2 B' L2
R B' D2 F U2 D B'
R B' D2 F U2 D' B'
R B' D2 F U2 D2 B'
R B' D2 F U2 B' D
R B' D2 F U2 B' D'
R B' D2 F U2 B' D2
R B' D2 F D U2 B'
D' B' F2 D U2 L' B2
D' B' F2 D U2 B2 L'
R B' D2 F D' U2 B'
R B' D2 F D2 U2 B'
B' F' D U2 B L B2
F2 B' U2 B L B2 L2
F2 B' U2 B L' B2 D
F2 B' U2 B L' B2 D'
F2 B' U2 B L' B2 D2
B' F' D F R U2 B'
R B' D2 F' U2 D B'
R B' D2 F' U2 D' B'
R B' D2 F' U2 D2 B'
R B' D2 F' U2 B' D
R B' D2 F' U2 B' D'
R B' D2 F' U2 B' D2
R2 B' F' R U2 B' L
R B' D2 F' D U2 B'
R B' D2 F' D' U2 B'
R B' D2 F' D2 U2 B'
D' B' F2 D' F2 R U2
F2 B' U2 B' L2 D L
F2 B' U2 B' L2 D' L
F2 B' U2 B' L2 D2 L
F2 B' U2 B' D L' D
F2 B' U2 B' D L' D'
F2 B' U2 B' D L' D2
F2 B' U2 B' D' L' D
F2 B' U2 B' D' L' D'
F2 B' U2 B' D' L' D2
B' F' D F' U2 B' L'
R B' D2 F2 U2 D B'
R B' D2 F2 U2 D' B'
R B' D2 F2 U2 D2 B'
F2 B' U2 B' D2 L' D
F2 B' U2 B' D2 L' D'
F2 B' U2 B' D2 L' D2
R B' D2 F2 U2 B' D
R B' D2 F2 U2 B' D'
R B' D2 F2 U2 B' D2
R2 B' F' R' U2 B' L
R B' D2 F2 D U2 B'
R B' D2 F2 D' U2 B'
R B' D2 F2 D2 U2 B'
F2 B' U2 B2 L B L2
F2 B' U2 B2 L' D B
F2 B' U2 B2 L' D' B
F2 B' U2 B2 L' D2 B
F2 B' U2 B2 L' B D
F2 B' U2 B2 L' B D'
F2 B' U2 B2 L' B D2
F2 B' U2 B2 D L' B
F2 B' U2 B2 D B L'
F2 B' U2 B2 D' L' B
F2 B' U2 B2 D' B L'
F2 B' U2 B2 D2 L' B
R2 B' F' R2 U2 B' L
F2 B' U2 B2 D2 B L'
L' B2 L R' D2 L2 F
R2 B' F' U2 B' L D
R2 B' F' U2 B' L D'
R2 B' F' U2 B' L D2
R2 B' F' U2 B' D L
R2 B' F' U2 B' D' L
F' B' D U2 B L B2
R2 B' F' U2 B' D2 L
F2 B' D R U2 B' L'
F' B' D F R U2 B'
F2 B' D R' U2 B' L'
R B' F L2 F L2 U2
F' B' D F' U2 B' L'
F2 B' D R2 U2 B' L'
B F' U2 D2 F2 B L
B F' U2 D2 B L F2
B F' U2 D2 B F2 L
F2 B' D U2 B L' B2
F2 B' D U2 B' L' D
F2 B' D U2 B' L' D'
F2 B' D U2 B' L' D2
F2 B' D U2 B' D L'
F2 B' D U2 B' D' L'
F2 B' D U2 B' D2 L'
F2 B' D U2 B2 L' B
R B' F U' R U' B'
R B' F U' R' U' B'
R B' F U' R2 U' B'
R2 B' F2 R U2 B' L
R B' F U2 R' B' R
R B' F U2 R2 B' R2
R B' F U2 D B' D
R B' F U2 D B' D'
R B' F U2 D B' D2
F2 B' D F2 R U2 B'
R B' F U2 D' B' D
R B' F U2 D' B' D'
R B' F U2 D' B' D2
R2 B' F2 R' U2 B' L
R B' F U2 D2 B' D
R B' F U2 D2 B' D'
R B' F U2 D2 B' D2
B' F' D' U2 B L B2
R B' F U2 B2 D B
R B' F U2 B2 D' B
R B' F U2 B2 D2 B
B' F' D' F R U2 B'
R2 B' F2 R2 U2 B' L
R B' F D U2 B' D
R B' F D U2 B' D'
R B' F D U2 B' D2
R B' F D F U2 B'
R B' F D F' U2 B'
R B' F D F2 U2 B'
R B' F D' U2 B' D
R B' F D' U2 B' D'
R B' F D' U2 B' D2
B' F' D' F' U2 B' L'
R B' F D' F U2 B'
R B' F D' F' U2 B'
R B' F D' F2 U2 B'
R B' F D2 U2 B' D
R B' F D2 U2 B' D'
R B' F D2 U2 B' D2
R B' F D2 F U2 B'
R B' F D2 F' U2 B'
R B' F D2 F2 U2 B'
F B' U2 D2 B' L D
F B' U2 D2 B' L D'
F B' U2 D2 B' L D2
F B' U2 D2 B' D L
F B' U2 D2 B' D' L
F B' U2 D2 B' D2 L
D B' F2 U L2 U L
R2 B' F2 U2 B' L D
R2 B' F2 U2 B' L D'
R2 B' F2 U2 B' L D2
R2 B' F2 U2 B' D L
R2 B' F2 U2 B' D' L
R2 B' F2 U2 B' D2 L
F B' U2 F B' L' F'
U2 B2 L U2 B R U2
L' B2 L' R' D2 F L2
L' B2 L' R' F D2 L2
R B' F' L2 F L2 U2
D B' F2 U2 D' L' B2
D B' F2 U2 D' B2 L'
F' B' D' U2 B L B2
F2 B' D' R U2 B' L'
F' B' D' F R U2 B'
D B' F2 D F2 R U2
F2 B' D' R' U2 B' L'
R2 B2 L R F2 R F'
D B' F2 D' U2 L' B2
D B' F2 D' U2 B2 L'
F' B' D' F' U2 B' L'
F B' U2 B' F L' F'
F2 B' D' R2 U2 B' L'
R2 B2 L R2 F2 R F
R B' F' U' R U' B'
R B' F' U' R' U' B'
R B' F' U' R2 U' B'
R B' F' U2 R' B' R
R B' F' U2 R2 B' R2
R B' F' U2 D B' D
R B' F' U2 D B' D'
R B' F' U2 D B' D2
R B' F' U2 D' B' D
R B' F' U2 D' B' D'
R B' F' U2 D' B' D2
F2 B' D' U2 B L' B2
R B' F' U2 D2 B' D
R B' F' U2 D2 B' D'
R B' F' U2 D2 B' D2
F2 B' D' U2 B' L' D
F2 B' D' U2 B' L' D'
F2 B' D' U2 B' L' D2
F2 B' D' U2 B' D L'
F2 B' D' U2 B' D' L'
F2 B' D' U2 B' D2 L'
F2 B' D' U2 B2 L' B
R2 B2 L U2 L' B U2
R B' F' U2 B2 D B
R B' F' U2 B2 D' B
R B' F' U2 B2 D2 B
R2 B2 L U2 B L' U2
R B' F' D U2 B' D
R B' F' D U2 B' D'
R B' F' D U2 B' D2
R B' F' D F U2 B'
R B' F' D F' U2 B'
R B' F' D F2 U2 B'
R B' F' D' U2 B' D
R B' F' D' U2 B' D'
R B' F' D' U2 B' D2
R B' F' D' F U2 B'
R B' F' D' F' U2 B'
R B' F' D' F2 U2 B'
F2 B' D' F2 R U2 B'
B' F' D2 U2 B L B2
L' B2 L' F2 L' F' R'
B' F' D2 F R U2 B'
R B' F' D2 U2 B' D
R B' F' D2 U2 B' D'
R B' F' D2 U2 B' D2
R B' F' D2 F U2 B'
R B' F' D2 F' U2 B'
R B' F' D2 F2 U2 B'
B' F' D2 F' U2 B' L'
R2 B2 L F' R2 F' R
R B' F2 L2 F L2 U2
R2 B2 L F2 R2 F' R'
U2 B2 L' U2 B R U2
F' B' D2 U2 B L B2
F2 B' D2 R U2 B' L'
F' B' D2 F R U2 B'
R' B2 L2 D2 L2 R2 F'
F2 B' D2 R' U2 B' L'
R' B2 L2 D2 R2 L2 F'
R' B2 L2 D2 R2 F' L2
R B' F2 U' R U' B'
R B' F2 U' R' U' B'
R B' F2 U' R2 U' B'
F' B' D2 F' U2 B' L'
F2 B' D2 R2 U2 B' L'
R B' F2 U2 R' B' R
R B' F2 U2 R2 B' R2
R B' F2 U2 D B' D
R B' F2 U2 D B' D'
R B' F2 U2 D B' D2
R B' F2 U2 D' B' D
R B' F2 U2 D' B' D'
R B' F2 U2 D' B' D2
R B' F2 U2 D2 B' D
R B' F2 U2 D2 B' D'
R B' F2 U2 D2 B' D2
R B' F2 U2 B2 D B
R B' F2 U2 B2 D' B
R B' F2 U2 B2 D2 B
R B' F2 D U2 B' D
R B' F2 D U2 B' D'
R B' F2 D U2 B' D2
R B' F2 D F U2 B'
R B' F2 D F' U2 B'
R B' F2 D F2 U2 B'
R B' F2 D' U2 B' D
R B' F2 D' U2 B' D'
R B' F2 D' U2 B' D2
R B' F2 D' F U2 B'
R B' F2 D' F' U2 B'
R B' F2 D' F2 U2 B'
F2 B' D2 U2 B L' B2
F2 B' D2 U2 B' L' D
F2 B' D2 U2 B' L' D'
F2 B' D2 U2 B' L' D2
F2 B' D2 U2 B' D L'
F2 B' D2 U2 B' D' L'
F2 B' D2 U2 B' D2 L'
F2 B' D2 U2 B2 L' B
R B' F2 D2 U2 B' D
R B' F2 D2 U2 B' D'
R B' F2 D2 U2 B' D2
R B' F2 D2 F U2 B'
R B' F2 D2 F' U2 B'
R B' F2 D2 F2 U2 B'
L2 B2 L2 R B' U2 B
F2 B' D2 F2 R U2 B'
U2 B2 L2 U2 B R U2
L B2 L' R B' U2 B
D' B2 R U' R U' F'
B F' D2 U2 F2 B L
B F' D2 U2 B L F2
B F' D2 U2 B F2 L
F B' D2 R U2 B' L
F B' D2 R' U2 B' L
R2 B2 L2 D2 L' R2 F'
R2 B2 L2 D2 R2 L' F'
F B' D2 R2 U2 B' L
L2 B2 R L2 B' U2 B
F B' D2 U2 B' L D
F B' D2 U2 B' L D'
F B' D2 U2 B' L D2
F B' D2 U2 B' D L
F B' D2 U2 B' D' L
F B' D2 U2 B' D2 L
L' B2 R' L D2 L2 F
F B' D2 F U2 B' L
L' B2 R' L' D2 F L2
L' B2 R' L' F D2 L2
F B' D2 F' U2 B' L
B2 F2 L' U2 L B U2
F B' D2 F2 U2 B' L
F2 B2 L' U2 L B U2
R2 B2 R L F2 R F'
B' F2 L2 F L2 U2 L'
F' B2 L2 D2 R2 F' L'
L2 B2 R' D2 R2 F L2
L B2 R L' B' U2 B
L2 B2 R' D2 F L2 R2
L2 B2 R' D2 F R2 L2
L2 B2 R' F D2 L2 R2
L2 B2 R' F D2 R2 L2
B2 F2 L2 D2 L R2 F'
B2 F2 L2 D2 R2 L F'
B2 F2 L2 D2 R2 F' L
R B2 L2 B L2 F U2
B' F2 R U2 D B' L'
B' F2 R U2 D' B' L'
B' F2 R U2 D2 B' L'
F2 B2 L2 D2 L R2 F'
B' F2 R U2 B L' B2
B' F2 R U2 B' L' D
B' F2 R U2 B' L' D'
B' F2 R U2 B' L' D2
D2 B2 R2 F2 R' U2 F
B' F2 R U2 B' D L'
B' F2 R U2 B' D' L'
B' F2 R U2 B' D2 L'
B' F2 R U2 B2 L' B
F2 B2 L2 D2 R2 L F'
F2 B2 L2 D2 R2 F' L
B' F2 R D U2 B' L'
R' B2 R2 B U2 F' B'
R' B2 R2 B U2 B' F'
B' F2 R D' U2 B' L'
R' B2 R2 B' U2 F' B
R' B2 R2 B' U2 B F'
B' F2 R D2 U2 B' L'
R' B2 R2 B2 U2 F' B2
R' B2 R2 B2 U2 B2 F'
B' F2 R F2 R U2 B'
R2 B2 R2 L F2 R F
U2 B2 R2 F R2 F2 L'
B' F2 R' U2 D B' L'
B' F2 R' U2 D' B' L'
B' F2 R' U2 D2 B' L'
B' F2 R' U2 B L' B2
B' F2 R' U2 B' L' D
B' F2 R' U2 B' L' D'
B' F2 R' U2 B' L' D2
B' F2 R' U2 B' D L'
B' F2 R' U2 B' D' L'
B' F2 R' U2 B' D2 L'
B' F2 R' U2 B2 L' B
B' F2 R' D U2 B' L'
B' F2 R' D' U2 B' L'
B' F2 R' D2 U2 B' L'
B' F2 R' F2 R U2 B'
R2 B2 R2 F L F2 R
B' F2 R2 U2 D B' L'
B' F2 R2 U2 D' B' L'
B' F2 R2 U2 D2 B' L'
B' F2 R2 U2 B L' B2
B' F2 R2 U2 B' L' D
B' F2 R2 U2 B' L' D'
B' F2 R2 U2 B' L' D2
